  -1.024823651328582E+000,  -2.816135186024940E+007,   4.295439975104089E-005,   0.000000000000000E+000,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   7.049661681622049E+009,   2.277658206873357E+011,   2.348166570640584E+011,   9.216566856907036E+002,   9.269697598301881E+002,  -1.057117034951373E-018,  -0.000000000000000E+000,   2.809840073434633E-011
  -1.016754173759066E+000,  -2.796966348721320E+007,   3.955835939661424E-005,  -1.396025153180142E-001,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   2.061879280840937E+009,   4.637107080016725E+010,   4.843412472545340E+010,   1.081807283811927E+003,   1.087009767566279E+003,   7.076502276186649E-018,  -1.800273072760013E-024,   9.118982186934635E-010
  -1.008684696189549E+000,  -2.777612101054490E+007,   3.648042005697833E-005,  -2.729755471987027E-001,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   9.950161970917475E+008,   1.718282310453130E+010,   1.817901399804771E+010,   1.252994205265207E+003,   1.258023320958663E+003,  -1.223747794821863E-018,  -1.670071516797503E-024,   4.201288602007853E-010
  -1.000615218620033E+000,  -2.758076180794121E+007,   3.368656178660750E-005,  -4.004352838911216E-001,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   5.271571142969462E+008,   7.127854579349764E+009,   7.656186390698156E+009,   1.435780351330412E+003,   1.440568334876955E+003,  -1.285536373578642E-018,  -1.552035795562296E-024,   1.047838218055978E-009
  -9.925457410505166E-001,  -2.738362348064128E+007,   3.114683105498629E-005,  -5.222742070854086E-001,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   2.951337093297394E+008,   3.168246492237486E+009,   3.464552157794097E+009,   1.630747473629652E+003,   1.635221245700827E+003,   4.378933147233173E-016,  -1.446346738903745E-024,   7.886116649025751E-007
  -9.844762634810003E-001,  -2.718474384053340E+007,   2.883480563882229E-005,  -6.387565441432600E-001,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   1.720892807827339E+008,   1.483246283311029E+009,   1.656510262269634E+009,   1.838496529268227E+003,   1.842577858970619E+003,  -1.352470955612504E-018,  -1.351961518194699E-024,   5.092307291475938E-009
  -9.764067859114839E-001,  -2.698416089712674E+007,   2.672713615729023E-005,  -7.501192506735268E-001,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   1.036896473589093E+008,   7.245569898230743E+008,   8.294213287743974E+008,   2.059648073477973E+003,   2.063254172085907E+003,  -2.215443318969356E-019,  -1.268762963951352E-024,   1.664779653625406E-009
  -9.683373083419674E-001,  -2.678191284439000E+007,   2.480315240926464E-005,  -8.565691586269560E-001,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   6.423321144091026E+007,   3.670781828162050E+008,   4.324860937913201E+008,   2.294842648183696E+003,   2.297885819797562E+003,  -1.403768675619237E-018,  -1.203873779047577E-024,   2.020375910296556E-008
  -9.602678307724510E-001,  -2.657803804745829E+007,   2.304452463035209E-005,  -9.582463807742716E-001,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   4.075369668444261E+007,   1.918599645372285E+008,   2.337883612114143E+008,   2.544740952848403E+003,   2.547129336778628E+003,  -1.371845415532505E-018,  -1.121457922733033E-024,   3.644096537283303E-008
  -9.521983532029347E-001,  -2.637257502920997E+007,   2.143497140152070E-005,  -1.055389458326222E+000,   5.873531666377266E+005,   5.874146623793287E+005,   6.632693982378168E-005,   2.210248864179163E-006,   1.174841842361155E+006,   5.873531666377266E+005,   5.874146623793287E+005,   2.629081039710122E+007,   1.031160873596613E+008,   1.305815984560243E+008,   2.810025390747619E+003,   2.811661558560209E+003,  -1.365004512429897E-018,  -1.092070863187011E-024,   6.466097358291481E-008
