1890,   1.171666666666667E+001,   1.171666666666667E+001,   9.726494735971865E+000,   1.370683859736147E+001,   1.000000000000000E+000,   1.000000000000000E+000
1891,   1.073333333333333E+001,   1.106218579234973E+001,   9.430531698502870E+000,   1.269383988619659E+001,   1.000000000000000E+000,   1.000000000000000E+000
1892,   1.061666666666667E+001,   1.078380483804838E+001,   9.202860501947347E+000,   1.236474917414941E+001,   1.000000000000000E+000,   1.000000000000000E+000
1893,   1.005000000000000E+001,   1.032956107466417E+001,   8.755997851158590E+000,   1.190312429816974E+001,   1.000000000000000E+000,   1.000000000000000E+000
1894,   1.155833333333333E+001,   1.108916174628735E+001,   9.516675097646454E+000,   1.266164839492824E+001,   1.000000000000000E+000,   1.000000000000000E+000
1895,   1.057500000000000E+001,   1.077138146654821E+001,   9.199051881529419E+000,   1.234371105156701E+001,   1.000000000000000E+000,   1.000000000000000E+000
1896,   1.065000000000000E+001,   1.069636322109110E+001,   9.124056551207392E+000,   1.226866989097481E+001,   1.000000000000000E+000,   1.000000000000000E+000
1897,   9.883333333333333E+000,   1.019388275156120E+001,   8.621579424947694E+000,   1.176618607817470E+001,   1.000000000000000E+000,   1.000000000000000E+000
1898,   1.072500000000000E+001,   1.052213129789792E+001,   8.949828459060901E+000,   1.209443413673493E+001,   1.000000000000000E+000,   1.000000000000000E+000
1899,   1.087500000000000E+001,   1.074021615273539E+001,   9.167913385064002E+000,   1.231251892040678E+001,   1.000000000000000E+000,   1.000000000000000E+000
1900,   1.063333333333333E+001,   1.067415893738247E+001,   9.101856180094011E+000,   1.224646169467093E+001,   1.000000000000000E+000,   1.000000000000000E+000
1901,   1.089166666666667E+001,   1.080858610694016E+001,   9.236283351166550E+000,   1.238088886271378E+001,   1.000000000000000E+000,   1.000000000000000E+000
1902,   1.066666666666667E+001,   1.072087506918257E+001,   9.148572313629968E+000,   1.229317782473517E+001,   1.000000000000000E+000,   1.000000000000000E+000
1903,   1.106666666666666E+001,   1.093458602945336E+001,   9.362283273933006E+000,   1.250688878497371E+001,   1.000000000000000E+000,   1.000000000000000E+000
1904,   1.075000000000000E+001,   1.082050558940268E+001,   9.248202833887028E+000,   1.239280834491833E+001,   1.000000000000000E+000,   1.000000000000000E+000
1905,   1.040833333333333E+001,   1.056576912593206E+001,   8.993466370417098E+000,   1.213807188144702E+001,   1.000000000000000E+000,   1.000000000000000E+000
1906,   1.013333333333333E+001,   1.029850910815404E+001,   8.726206352639178E+000,   1.187081186366891E+001,   1.000000000000000E+000,   1.000000000000000E+000
1907,   1.029166666666667E+001,   1.029428024674881E+001,   8.721977491233961E+000,   1.186658300226366E+001,   1.000000000000000E+000,   1.000000000000000E+000
1908,   9.949999999999999E+000,   1.008150335260284E+001,   8.509200597087997E+000,   1.165380610811769E+001,   1.000000000000000E+000,   1.000000000000000E+000
1909,   1.043333333333333E+001,   1.029894623895551E+001,   8.726643483440661E+000,   1.187124899447035E+001,   1.000000000000000E+000,   1.000000000000000E+000
1910,   1.028333333333333E+001,   1.028929693261786E+001,   8.716994177103013E+000,   1.186159968813270E+001,   1.000000000000000E+000,   1.000000000000000E+000
1911,   1.083333333333333E+001,   1.062552991937718E+001,   9.053227163862335E+000,   1.219783267489203E+001,   1.000000000000000E+000,   1.000000000000000E+000
1912,   1.027500000000000E+001,   1.040889051512832E+001,   8.836587759613478E+000,   1.198119327064317E+001,   1.000000000000000E+000,   1.000000000000000E+000
1913,   9.900000000000000E+000,   1.009437888022658E+001,   8.522076124711731E+000,   1.166668163574142E+001,   1.000000000000000E+000,   1.000000000000000E+000
1914,   1.158333333333333E+001,   1.101460333994706E+001,   9.442300584432218E+000,   1.258690609546191E+001,   1.000000000000000E+000,   1.000000000000000E+000
1915,   1.095833333333333E+001,   1.097982656331260E+001,   9.407523807797752E+000,   1.255212931882744E+001,   1.000000000000000E+000,   1.000000000000000E+000
1916,   1.135000000000000E+001,   1.120860632891777E+001,   9.636303573402925E+000,   1.278090908443262E+001,   1.000000000000000E+000,   1.000000000000000E+000
1917,   1.061666666666667E+001,   1.084276749835746E+001,   9.270464742842609E+000,   1.241507025387230E+001,   1.000000000000000E+000,   1.000000000000000E+000
1918,   1.078333333333333E+001,   1.080603516427958E+001,   9.233732408764732E+000,   1.237833791979442E+001,   1.000000000000000E+000,   1.000000000000000E+000
1919,   1.093333333333334E+001,   1.088470975946043E+001,   9.312407003945584E+000,   1.245701251497528E+001,   1.000000000000000E+000,   1.000000000000000E+000
1920,   1.102500000000000E+001,   1.097141389640378E+001,   9.399111140888937E+000,   1.254371665191863E+001,   1.000000000000000E+000,   1.000000000000000E+000
1921,   1.042500000000000E+001,   1.063371153650098E+001,   9.061408780986136E+000,   1.220601429201583E+001,   1.000000000000000E+000,   1.000000000000000E+000
1922,   1.125833333333333E+001,   1.101974903705741E+001,   9.447446281542561E+000,   1.259205179257225E+001,   1.000000000000000E+000,   1.000000000000000E+000
1923,   1.077500000000000E+001,   1.086848581344212E+001,   9.296183057927276E+000,   1.244078856895697E+001,   1.000000000000000E+000,   1.000000000000000E+000
1924,   1.083333333333333E+001,   1.084676038594603E+001,   9.274457630431188E+000,   1.241906314146088E+001,   1.000000000000000E+000,   1.000000000000000E+000
1925,   1.068333333333333E+001,   1.074575691275017E+001,   9.173454157235321E+000,   1.231805966826501E+001,   1.000000000000000E+000,   1.000000000000000E+000
1926,   1.022500000000000E+001,   1.042391144079410E+001,   8.851608685279254E+000,   1.199621419630895E+001,   1.000000000000000E+000,   1.000000000000000E+000
