   0.000000000000000E+000,   2.816135186024940E+007,   1.543183957349962E+006,   1.000000000000000E+000,   2.265154589585218E+008,   6.151269671051062E+002,   2.265148438315547E+008,
   1.025849500829412E-003,   2.813520910239969E+007,   1.543183715277253E+006,   9.998500569036921E-001,   2.265494526648774E+008,   6.152212510681502E+002,   2.265488374436263E+008,
   2.051699001658823E-003,   2.810906628952684E+007,   1.543183212450712E+006,   9.996997209851154E-001,   2.265835716560888E+008,   6.153179986649023E+002,   2.265829563380902E+008,
   3.077548502488235E-003,   2.808292336660933E+007,   1.543182448783524E+006,   9.995489908966739E-001,   2.266178163431325E+008,   6.154172127264566E+002,   2.266172009259198E+008,
   4.103398003317647E-003,   2.805678027862891E+007,   1.543181424183083E+006,   9.993978652847622E-001,   2.266521871396645E+008,   6.155188961678929E+002,   2.266515716207683E+008,
   5.129247504147057E-003,   2.803063697057214E+007,   1.543180138550961E+006,   9.992463427897451E-001,   2.266866844620354E+008,   6.156230519887331E+002,   2.266860688389834E+008,
   6.155097004976470E-003,   2.800449338743212E+007,   1.543178591782913E+006,   9.990944220459392E-001,   2.267213087293002E+008,   6.157296832730456E+002,   2.267206929996170E+008,
   7.180946505805882E-003,   2.797834947421001E+007,   1.543176783768869E+006,   9.989421016815939E-001,   2.267560603632299E+008,   6.158387931896717E+002,   2.267554445244367E+008,
   8.206796006635294E-003,   2.795220517591673E+007,   1.543174714392925E+006,   9.987893803188711E-001,   2.267909397883233E+008,   6.159503849924756E+002,   2.267903238379384E+008,
   9.232645507464705E-003,   2.792606043757452E+007,   1.543172383533349E+006,   9.986362565738266E-001,   2.268259474318178E+008,   6.160644620204516E+002,   2.268253313673558E+008,
   1.025849500829411E-002,   2.789991520421861E+007,   1.543169791062576E+006,   9.984827290563912E-001,   2.268610837237003E+008,   6.161810276979591E+002,   2.268604675426725E+008,
   1.128434450912353E-002,   2.787376942089878E+007,   1.543166936847173E+006,   9.983287963703502E-001,   2.268963490967227E+008,   6.163000855351986E+002,   2.268957327966372E+008,
   1.231019400995294E-002,   2.784762303268104E+007,   1.543163820747882E+006,   9.981744571133256E-001,   2.269317439864078E+008,   6.164216391279984E+002,   2.269311275647687E+008,
   1.333604351078235E-002,   2.782147598464921E+007,   1.543160442619568E+006,   9.980197098767559E-001,   2.269672688310663E+008,   6.165456921584832E+002,   2.269666522853741E+008,
   1.436189301161176E-002,   2.779532822190652E+007,   1.543156802311248E+006,   9.978645532458771E-001,   2.270029240718050E+008,   6.166722483949965E+002,   2.270023073995566E+008,
   1.538774251244118E-002,   2.776917968957730E+007,   1.543152899666061E+006,   9.977089857997031E-001,   2.270387101525413E+008,   6.168013116925615E+002,   2.270380933512296E+008,
   1.641359201327059E-002,   2.774303033280849E+007,   1.543148734521277E+006,   9.975530061110067E-001,   2.270746275200135E+008,   6.169328859929913E+002,   2.270740105871275E+008,
   1.743944151410000E-002,   2.771688009677136E+007,   1.543144306708300E+006,   9.973966127463009E-001,   2.271106766237921E+008,   6.170669753251005E+002,   2.271100595568167E+008,
   1.846529101492941E-002,   2.769072892666302E+007,   1.543139616052616E+006,   9.972398042658183E-001,   2.271468579162962E+008,   6.172035838053026E+002,   2.271462407127123E+008,
   1.949114051575882E-002,   2.766457676770812E+007,   1.543134662373864E+006,   9.970825792234929E-001,   2.271831718527984E+008,   6.173427156372741E+002,   2.271825545100828E+008,
   2.051699001658823E-002,   2.763842356516042E+007,   1.543129445485747E+006,   9.969249361669403E-001,   2.272196188914452E+008,   6.174843751128778E+002,   2.272190014070701E+008,
   2.154283951741764E-002,   2.761226926430437E+007,   1.543123965196098E+006,   9.967668736374388E-001,   2.272561994932621E+008,   6.176285666118814E+002,   2.272555818646955E+008,
   2.256868901824706E-002,   2.758611381045677E+007,   1.543118221306820E+006,   9.966083901699095E-001,   2.272929141221710E+008,   6.177752946026394E+002,   2.272922963468764E+008,
   2.359453851907647E-002,   2.755995714896837E+007,   1.543112213613908E+006,   9.964494842928979E-001,   2.273297632450002E+008,   6.179245636421625E+002,   2.273291453204366E+008,
   2.462038801990588E-002,   2.753379922522542E+007,   1.543105941907454E+006,   9.962901545285532E-001,   2.273667473314961E+008,   6.180763783763111E+002,   2.273661292551177E+008,
   2.564623752073529E-002,   2.750763998465134E+007,   1.543099405971596E+006,   9.961303993926106E-001,   2.274038668543394E+008,   6.182307435404567E+002,   2.274032486235959E+008,
   2.667208702156470E-002,   2.748147937270828E+007,   1.543092605584558E+006,   9.959702173943707E-001,   2.274411222891539E+008,   6.183876639594117E+002,   2.274405039014899E+008,
   2.769793652239411E-002,   2.745531733489873E+007,   1.543085540518619E+006,   9.958096070366818E-001,   2.274785141145208E+008,   6.185471445478925E+002,   2.274778955673762E+008,
   2.872378602322353E-002,   2.742915381676713E+007,   1.543078210540125E+006,   9.956485668159176E-001,   2.275160428119910E+008,   6.187091903107324E+002,   2.275154241028007E+008,
   2.974963552405294E-002,   2.740298876390143E+007,   1.543070615409456E+006,   9.954870952219615E-001,   2.275537088660991E+008,   6.188738063433613E+002,   2.275530899922928E+008,
   3.077548502488235E-002,   2.737682212193473E+007,   1.543062754881046E+006,   9.953251907381855E-001,   2.275915127643748E+008,   6.190409978319530E+002,   2.275908937233769E+008,
   3.180133452571176E-002,   2.735065383654685E+007,   1.543054628703362E+006,   9.951628518414297E-001,   2.276294549973565E+008,   6.192107700538166E+002,   2.276288357865864E+008,
