  0.6100000E+02  0.3784274E+02  0.1141782E+02  0.3750117E+02  0.1138642E+02  1  0  0  0
  0.6800000E+02  0.3776889E+02  0.1139051E+02  0.3750279E+02  0.1136610E+02  1  0  0  0
  0.7300000E+02  0.3807849E+02  0.1183006E+02  0.3750198E+02  0.1177569E+02  1  0  0  0
  0.1230000E+03  0.3802630E+02  0.1130799E+02  0.3750101E+02  0.1125991E+02  1  0  0  0
  0.1290000E+03  0.3770400E+02  0.1165480E+02  0.3750085E+02  0.1163590E+02  1  0  0  0
  0.1290000E+03  0.3791465E+02  0.1111861E+02  0.3750056E+02  0.1108117E+02  1  0  0  0
  0.1350000E+03  0.3793236E+02  0.1105907E+02  0.3749998E+02  0.1102010E+02  1  0  0  0
  0.1380000E+03  0.3786021E+02  0.1192592E+02  0.3749988E+02  0.1189184E+02  1  0  0  0
  0.1440000E+03  0.3799666E+02  0.1167079E+02  0.3750124E+02  0.1162452E+02  1  0  0  0
  0.1500000E+03  0.3817695E+02  0.1181773E+02  0.3850356E+02  0.1184904E+02  1  0  0  0
  0.1610000E+03  0.3738650E+02  0.1197870E+02  0.3749989E+02  0.1198940E+02  1  0  0  0
  0.1610000E+03  0.3731620E+02  0.1185586E+02  0.3749989E+02  0.1187307E+02  1  0  0  0
  0.1620000E+03  0.3745620E+02  0.1175187E+02  0.3749989E+02  0.1175595E+02  1  0  0  0
  0.1620000E+03  0.3757416E+02  0.1173059E+02  0.3749989E+02  0.1172366E+02  1  0  0  0
  0.1630000E+03  0.3751240E+02  0.1165987E+02  0.3749989E+02  0.1165871E+02  1  0  0  0
  0.1630000E+03  0.3753634E+02  0.1158172E+02  0.3749989E+02  0.1157835E+02  1  0  0  0
  0.1630000E+03  0.3747366E+02  0.1176536E+02  0.3749989E+02  0.1176781E+02  1  0  0  0
  0.1640000E+03  0.3752691E+02  0.1169122E+02  0.3749892E+02  0.1168861E+02  1  0  0  0
  0.1640000E+03  0.3734028E+02  0.1145469E+02  0.3749989E+02  0.1146932E+02  1  0  0  0
  0.1640000E+03  0.3762436E+02  0.1156150E+02  0.3749989E+02  0.1154999E+02  1  0  0  0
  0.1640000E+03  0.3748614E+02  0.1146189E+02  0.3749989E+02  0.1146316E+02  1  0  0  0
  0.1640000E+03  0.3732339E+02  0.1147157E+02  0.3749989E+02  0.1148776E+02  1  0  0  0
  0.1640000E+03  0.3764830E+02  0.1160328E+02  0.3749989E+02  0.1158952E+02  1  0  0  0
  0.1640000E+03  0.3737900E+02  0.1154796E+02  0.3749989E+02  0.1155910E+02  1  0  0  0
  0.1640000E+03  0.3761235E+02  0.1147972E+02  0.3749989E+02  0.1146937E+02  1  0  0  0
  0.1650000E+03  0.3782688E+02  0.1135236E+02  0.3749884E+02  0.1132232E+02  1  0  0  0
  0.1650000E+03  0.3766756E+02  0.1144741E+02  0.3749989E+02  0.1143200E+02  1  0  0  0
  0.1650000E+03  0.3720049E+02  0.1128389E+02  0.3749989E+02  0.1131102E+02  1  0  0  0
  0.1650000E+03  0.3774532E+02  0.1138822E+02  0.3749989E+02  0.1136572E+02  1  0  0  0
  0.1660000E+03  0.3726956E+02  0.1112285E+02  0.3749989E+02  0.1114354E+02  1  0  0  0
  0.1670000E+03  0.3762037E+02  0.1113488E+02  0.3749989E+02  0.1112401E+02  1  0  0  0
  0.1670000E+03  0.3712479E+02  0.1099075E+02  0.3749989E+02  0.1102413E+02  1  0  0  0
  0.1670000E+03  0.3774405E+02  0.1107482E+02  0.3749989E+02  0.1105284E+02  1  0  0  0
  0.1680000E+03  0.3752747E+02  0.1101058E+02  0.3749989E+02  0.1100812E+02  1  0  0  0
  0.1870000E+03  0.3688011E+02  0.1138981E+02  0.3749905E+02  0.1144603E+02  1  0  0  0
  0.1960000E+03  0.3846136E+02  0.1111426E+02  0.3850386E+02  0.1111818E+02  1  0  0  0
  0.2020000E+03  0.3737455E+02  0.1117571E+02  0.3749966E+02  0.1118699E+02  1  0  0  0
  0.2070000E+03  0.3741978E+02  0.1132216E+02  0.3749964E+02  0.1132943E+02  1  0  0  0
  0.2080000E+03  0.3745506E+02  0.1101098E+02  0.3749869E+02  0.1101488E+02  1  0  0  0
  0.2110000E+03  0.3880103E+02  0.1139998E+02  0.3849967E+02  0.1137158E+02  1  0  0  0
  0.2200000E+03  0.3768962E+02  0.1150212E+02  0.3750020E+02  0.1148466E+02  1  0  0  0
  0.2220000E+03  0.3753056E+02  0.1184105E+02  0.3749993E+02  0.1183817E+02  1  0  0  0
  0.2250000E+03  0.3755177E+02  0.1161314E+02  0.3750002E+02  0.1160834E+02  1  0  0  0
  0.2260000E+03  0.3818863E+02  0.1162456E+02  0.3850261E+02  0.1165434E+02  1  0  0  0
  0.2280000E+03  0.3797351E+02  0.1150495E+02  0.3749905E+02  0.1146106E+02  1  0  0  0
  0.2300000E+03  0.3808822E+02  0.1110973E+02  0.3850294E+02  0.1114788E+02  1  0  0  0
  0.2330000E+03  0.3800783E+02  0.1153821E+02  0.3849921E+02  0.1158450E+02  1  0  0  0
  0.2350000E+03  0.3763054E+02  0.1131351E+02  0.3749911E+02  0.1130153E+02  1  0  0  0
  0.2360000E+03  0.3867023E+02  0.1139794E+02  0.3850231E+02  0.1138214E+02  1  0  0  0
  0.2530000E+03  0.3765442E+02  0.1143282E+02  0.3749981E+02  0.1141862E+02  1  0  0  0
  0.2620000E+03  0.3759555E+02  0.1141701E+02  0.3750342E+02  0.1140857E+02  1  0  0  0
  0.2670000E+03  0.3751695E+02  0.1154232E+02  0.3750340E+02  0.1154107E+02  1  0  0  0
  0.2700000E+03  0.3734994E+02  0.1146198E+02  0.3750126E+02  0.1147585E+02  1  0  0  0
  0.2710000E+03  0.3853092E+02  0.1187906E+02  0.3850166E+02  0.1187624E+02  1  0  0  0
  0.2760000E+03  0.3863179E+02  0.1198019E+02  0.3849801E+02  0.1196719E+02  1  0  0  0
  0.2830000E+03  0.3795939E+02  0.1136723E+02  0.3750486E+02  0.1132551E+02  1  0  0  0
  0.2830000E+03  0.3793652E+02  0.1139463E+02  0.3849968E+02  0.1144721E+02  1  0  0  0
  0.2870000E+03  0.3725265E+02  0.1177556E+02  0.3750248E+02  0.1179884E+02  1  0  0  0
  0.2900000E+03  0.3882890E+02  0.1157029E+02  0.3849853E+02  0.1153884E+02  1  0  0  0
  0.2920000E+03  0.3744047E+02  0.1128045E+02  0.3750545E+02  0.1128635E+02  1  0  0  0
  0.2950000E+03  0.3857500E+02  0.1114172E+02  0.3849671E+02  0.1113447E+02  1  0  0  0
  0.3000000E+03  0.3847866E+02  0.1120358E+02  0.3849629E+02  0.1120522E+02  1  0  0  0
  0.3050000E+03  0.3701294E+02  0.1153704E+02  0.3749972E+02  0.1158169E+02  1  0  0  0
  0.3050000E+03  0.3739377E+02  0.1192028E+02  0.3749993E+02  0.1193027E+02  1  0  0  0
  0.3180000E+03  0.3860684E+02  0.1115862E+02  0.3849617E+02  0.1114835E+02  1  0  0  0
  0.3230000E+03  0.3766304E+02  0.1172979E+02  0.3749993E+02  0.1171456E+02  1  0  0  0
  0.3240000E+03  0.3849001E+02  0.1195075E+02  0.3849593E+02  0.1195132E+02  1  0  0  0
  0.3270000E+03  0.3849784E+02  0.1187850E+02  0.3849896E+02  0.1187861E+02  1  0  0  0
  0.3290000E+03  0.3748810E+02  0.1158044E+02  0.3750086E+02  0.1158162E+02  1  0  0  0
  0.3300000E+03  0.3824279E+02  0.1163427E+02  0.3849631E+02  0.1165835E+02  1  0  0  0
  0.3300000E+03  0.3861974E+02  0.1200710E+02  0.3849485E+02  0.1199495E+02  1  0  0  0
  0.3300000E+03  0.3839300E+02  0.1194929E+02  0.3849485E+02  0.1195915E+02  1  0  0  0
  0.3320000E+03  0.3826399E+02  0.1180911E+02  0.3849485E+02  0.1183125E+02  1  0  0  0
  0.3330000E+03  0.3897131E+02  0.1182093E+02  0.3849485E+02  0.1177488E+02  1  0  0  0
  0.3330000E+03  0.3814063E+02  0.1172220E+02  0.3849485E+02  0.1175596E+02  1  0  0  0
  0.3340000E+03  0.3806303E+02  0.1161655E+02  0.3849485E+02  0.1165743E+02  1  0  0  0
  0.3340000E+03  0.3872891E+02  0.1175557E+02  0.3849485E+02  0.1173309E+02  1  0  0  0
  0.3350000E+03  0.3908109E+02  0.1173656E+02  0.3849485E+02  0.1168010E+02  1  0  0  0
  0.3360000E+03  0.3797190E+02  0.1145327E+02  0.3849485E+02  0.1150228E+02  1  0  0  0
