1136495E+02  0.1398266E+03  0.1141858E+04  0.3749311E+02
  0.1145196E+02  0.1399236E+03  0.1141887E+04  0.3740486E+02
  0.1197953E+02  0.1399117E+03  0.1124973E+04  0.3748874E+02
  0.1164550E+02  0.1398673E+03  0.1127648E+04  0.3751771E+02
  0.1194416E+02  0.1399810E+03  0.1100168E+04  0.3753105E+02
  0.1127248E+02  0.1399569E+03  0.1108951E+04  0.3751594E+02
  0.1190699E+02  0.1399484E+03  0.1107673E+04  0.3752913E+02
  0.1171528E+02  0.1400372E+03  0.1116023E+04  0.3741251E+02
  0.1194013E+02  0.1400452E+03  0.1096898E+04  0.3748605E+02
  0.1131541E+02  0.1400194E+03  0.1113234E+04  0.3744064E+02
  0.1184401E+02  0.1400558E+03  0.1103345E+04  0.3744919E+02
  0.1130118E+02  0.1399756E+03  0.1099897E+04  0.3753717E+02
  0.1167608E+02  0.1400425E+03  0.1112766E+04  0.3742158E+02
  0.1144987E+02  0.1400369E+03  0.1116440E+04  0.3741100E+02
  0.1114154E+02  0.1399814E+03  0.1087641E+04  0.3758331E+02
  0.1190946E+02  0.1400565E+03  0.1107045E+04  0.3743299E+02
  0.1174388E+02  0.1399940E+03  0.1118328E+04  0.3744210E+02
  0.1148404E+02  0.1400249E+03  0.1112201E+04  0.3744004E+02
  0.1197793E+02  0.1399889E+03  0.1092779E+04  0.3755489E+02
  0.1148196E+02  0.1399992E+03  0.1112974E+04  0.3746017E+02
  0.1179088E+02  0.1400182E+03  0.1089485E+04  0.3754188E+02
  0.1114574E+02  0.1399825E+03  0.1092156E+04  0.3756337E+02
  0.1154494E+02  0.1400686E+03  0.1107665E+04  0.3741925E+02
  0.1168190E+02  0.1400054E+03  0.1119138E+04  0.3742829E+02
  0.1136896E+02  0.1399341E+03  0.1101399E+04  0.3756872E+02
  0.1112920E+02  0.1401521E+03  0.1066459E+04  0.3751423E+02
  0.1143551E+02  0.1401316E+03  0.1068246E+04  0.3752570E+02
  0.1179358E+02  0.1401301E+03  0.1066133E+04  0.3753577E+02
  0.1177415E+02  0.1402037E+03  0.1074751E+04  0.3743272E+02
  0.1127528E+02  0.1400996E+03  0.1074046E+04  0.3753127E+02
  0.1199666E+02  0.1401373E+03  0.1071664E+04  0.3750649E+02
  0.1157001E+02  0.1400833E+03  0.1056084E+04  0.3761992E+02
  0.1115776E+02  0.1400890E+03  0.1068107E+04  0.3756549E+02
  0.1191698E+02  0.1401348E+03  0.1079381E+04  0.3747691E+02
  0.1127778E+02  0.1401461E+03  0.1067492E+04  0.3751554E+02
  0.1174295E+02  0.1401161E+03  0.1075906E+04  0.3750843E+02
  0.1181542E+02  0.1401175E+03  0.1080917E+04  0.3748641E+02
  0.1150891E+02  0.1401755E+03  0.1084052E+04  0.3742023E+02
  0.1149761E+02  0.1401079E+03  0.1067486E+04  0.3755066E+02
  0.1103958E+02  0.1401053E+03  0.1072571E+04  0.3753209E+02
  0.1113773E+02  0.1401876E+03  0.1069822E+04  0.3746779E+02
  0.1192643E+02  0.1401611E+03  0.1069706E+04  0.3749262E+02
  0.1170287E+02  0.1401686E+03  0.1058967E+04  0.3752967E+02
  0.1165200E+02  0.1401206E+03  0.1073443E+04  0.3751444E+02
  0.1160154E+02  0.1401504E+03  0.1069041E+04  0.3750518E+02
  0.1109278E+02  0.1401874E+03  0.1061837E+04  0.3750061E+02
  0.1114490E+02  0.1402795E+03  0.1033239E+04  0.3753095E+02
  0.1100427E+02  0.1402939E+03  0.1034985E+04  0.3751064E+02
  0.1171980E+02  0.1403282E+03  0.1045287E+04  0.3743777E+02
  0.1146477E+02  0.1402579E+03  0.1027528E+04  0.3757359E+02
  0.1103507E+02  0.1403324E+03  0.1036144E+04  0.3747044E+02
  0.1164032E+02  0.1402266E+03  0.1051755E+04  0.3750546E+02
  0.1107297E+02  0.1402772E+03  0.1033132E+04  0.3753351E+02
  0.1180799E+02  0.1402760E+03  0.1036662E+04  0.3752050E+02
  0.1199050E+02  0.1403013E+03  0.1040060E+04  0.3748352E+02
  0.1146737E+02  0.1403066E+03  0.1029424E+04  0.3752102E+02
  0.1124587E+02  0.1403356E+03  0.1048498E+04  0.3741802E+02
  0.1127062E+02  0.1402514E+03  0.1053720E+04  0.3747467E+02
  0.1146225E+02  0.1402753E+03  0.1025825E+04  0.3756427E+02
  0.1177692E+02  0.1402655E+03  0.1034555E+04  0.3753861E+02
  0.1125719E+02  0.1402857E+03  0.1033775E+04  0.3752305E+02
  0.1195486E+02  0.1402417E+03  0.1028239E+04  0.3758577E+02
  0.1182242E+02  0.1402901E+03  0.1037129E+04  0.3750558E+02
  0.1160183E+02  0.1403130E+03  0.1033059E+04  0.3750068E+02
  0.1152313E+02  0.1402687E+03  0.1041504E+04  0.3750785E+02
  0.1134412E+02  0.1403235E+03  0.1052524E+04  0.3741305E+02
  0.1143318E+02  0.1403472E+03  0.1054978E+04  0.3738126E+02
  0.1166610E+02  0.1404314E+03  0.1001928E+04  0.3751309E+02
  0.1131868E+02  0.1404333E+03  0.1012263E+04  0.3747114E+02
  0.1141681E+02  0.1404554E+03  0.1005561E+04  0.3747674E+02
  0.1146086E+02  0.1404188E+03  0.9997845E+03  0.3753308E+02
  0.1113338E+02  0.1403741E+03  0.9964905E+03  0.3758738E+02
  0.1173600E+02  0.1404616E+03  0.1015284E+04  0.3743313E+02
  0.1168795E+02  0.1403811E+03  0.1004107E+04  0.3755133E+02
  0.1107113E+02  0.1404133E+03  0.1002235E+04  0.3752877E+02
