grid,phi_e[V],distance[m],distance[RE]
89,-1.0780000000000E+00,-5.4255815510572E+06,-8.5160595684463E-01
90,-1.0790000000000E+00,-5.1672205248163E+06,-8.1105329223298E-01
91,-1.0800000000000E+00,-4.9088594985755E+06,-7.7050062762134E-01
92,-1.0810000000000E+00,-4.6504984723347E+06,-7.2994796300969E-01
93,-1.0820000000000E+00,-4.3921374460939E+06,-6.8939529839804E-01
94,-1.0830000000000E+00,-4.1337764198531E+06,-6.4884263378639E-01
95,-1.0840000000000E+00,-3.8754153936123E+06,-6.0828996917474E-01
96,-1.0850000000000E+00,-3.6170543673714E+06,-5.6773730456309E-01
97,-1.0860000000000E+00,-3.3586933411306E+06,-5.2718463995144E-01
98,-1.0870000000000E+00,-3.1003323148898E+06,-4.8663197533979E-01
99,-1.0880000000000E+00,-2.8419712886490E+06,-4.4607931072814E-01
100,-1.0890000000000E+00,-2.5836102624082E+06,-4.0552664611649E-01
101,-1.0900000000000E+00,-2.3252492361674E+06,-3.6497398150484E-01
102,-1.0910000000000E+00,-2.0668882099265E+06,-3.2442131689319E-01
103,-1.0920000000000E+00,-1.8085271836857E+06,-2.8386865228154E-01
104,-1.0930000000000E+00,-1.5501661574449E+06,-2.4331598766990E-01
105,-1.0940000000000E+00,-1.2918051312041E+06,-2.0276332305825E-01
106,-1.0950000000000E+00,-1.0334441049633E+06,-1.6221065844660E-01
107,-1.0960000000000E+00,-7.7508307872245E+05,-1.2165799383495E-01
108,-1.0970000000000E+00,-5.1672205248163E+05,-8.1105329223298E-02
109,-1.0980000000000E+00,-2.5836102624082E+05,-4.0552664611649E-02
110,-1.0990000000000E+00,0.0000000000000E+00,0.0000000000000E+00
111,-1.0980000000000E+00,2.5836102624082E+05,4.0552664611649E-02
112,-1.0970000000000E+00,5.1672205248163E+05,8.1105329223298E-02
113,-1.0960000000000E+00,7.7508307872245E+05,1.2165799383495E-01
114,-1.0950000000000E+00,1.0334441049633E+06,1.6221065844660E-01
115,-1.0940000000000E+00,1.2918051312041E+06,2.0276332305825E-01
116,-1.0930000000001E+00,1.5501661574449E+06,2.4331598766990E-01
117,-1.0920000000001E+00,1.8085271836857E+06,2.8386865228154E-01
118,-1.0910000000001E+00,2.0668882099265E+06,3.2442131689319E-01
119,-1.0900000000001E+00,2.3252492361674E+06,3.6497398150484E-01
120,-1.0890000000001E+00,2.5836102624082E+06,4.0552664611649E-01
121,-1.0880000000001E+00,2.8419712886490E+06,4.4607931072814E-01
122,-1.0870000000001E+00,3.1003323148898E+06,4.8663197533979E-01
123,-1.0860000000001E+00,3.3586933411306E+06,5.2718463995144E-01
124,-1.0850000000001E+00,3.6170543673714E+06,5.6773730456309E-01
125,-1.0840000000001E+00,3.8754153936123E+06,6.0828996917474E-01
126,-1.0830000000002E+00,4.1337764198531E+06,6.4884263378639E-01
127,-1.0820000000002E+00,4.3921374460939E+06,6.8939529839804E-01
128,-1.0810000000002E+00,4.6504984723347E+06,7.2994796300969E-01
129,-1.0800000000002E+00,4.9088594985755E+06,7.7050062762134E-01
130,-1.0790000000002E+00,5.1672205248163E+06,8.1105329223298E-01
131,-1.0780000000002E+00,5.4255815510572E+06,8.5160595684463E-01
132,-1.0770000000002E+00,5.6839425772980E+06,8.9215862145628E-01
133,-1.0760000000002E+00,5.9423036035388E+06,9.3271128606793E-01
134,-1.0750000000002E+00,6.2006646297796E+06,9.7326395067958E-01
135,-1.0740000000002E+00,6.4590256560204E+06,1.0138166152912E+00
136,-1.0730000000003E+00,6.7173866822612E+06,1.0543692799029E+00
137,-1.0720000000003E+00,6.9757477085021E+06,1.0949219445145E+00
138,-1.0710000000003E+00,7.2341087347429E+06,1.1354746091262E+00
139,-1.0700000000003E+00,7.4924697609837E+06,1.1760272737378E+00
140,-1.0690000000003E+00,7.7508307872245E+06,1.2165799383495E+00
141,-1.0680000000003E+00,8.0091918134653E+06,1.2571326029611E+00
142,-1.0670000000003E+00,8.2675528397062E+06,1.2976852675728E+00
143,-1.0660000000003E+00,8.5259138659470E+06,1.3382379321844E+00
144,-1.0650000000003E+00,8.7842748921878E+06,1.3787905967961E+00
145,-1.0640000000003E+00,9.0426359184286E+06,1.4193432614077E+00
146,-1.0630000000004E+00,9.3009969446694E+06,1.4598959260194E+00
147,-1.0620000000004E+00,9.5593579709102E+06,1.5004485906310E+00
148,-1.0610000000004E+00,9.8177189971511E+06,1.5410012552427E+00
149,-1.0600000000004E+00,1.0076080023392E+07,1.5815539198543E+00
150,-1.0590000000004E+00,1.0334441049633E+07,1.6221065844660E+00
151,-1.0580000000004E+00,1.0592802075874E+07,1.6626592490776E+00
152,-1.0570000000004E+00,1.0851163102114E+07,1.7032119136893E+00
153,-1.0560000000004E+00,1.1109524128355E+07,1.7437645783009E+00
154,-1.0550000000004E+00,1.1367885154596E+07,1.7843172429126E+00
155,-1.0540000000004E+00,1.1626246180837E+07,1.8248699075242E+00
156,-1.0530000000005E+00,1.1884607207078E+07,1.8654225721359E+00
157,-1.0520000000005E+00,1.2142968233318E+07,1.9059752367475E+00
158,-1.0510000000005E+00,1.2401329259559E+07,1.9465279013592E+00
159,-1.0500000000005E+00,1.2659690285800E+07,1.9870805659708E+00
160,-1.0490000000005E+00,1.2918051312041E+07,2.0276332305825E+00
161,-1.0480000000005E+00,1.3176412338282E+07,2.0681858951941E+00
162,-1.0470000000005E+00,1.3434773364523E+07,2.1087385598058E+00
163,-1.0460000000005E+00,1.3693134390763E+07,2.1492912244174E+00
164,-1.0450000000005E+00,1.3951495417004E+07,2.1898438890291E+00
165,-1.0440000000006E+00,1.4209856443245E+07,2.2303965536407E+00
166,-1.0430000000006E+00,1.4468217469486E+07,2.2709492182524E+00
167,-1.0420000000006E+00,1.4726578495727E+07,2.3115018828640E+00
168,-1.0410000000006E+00,1.4984939521967E+07,2.3520545474757E+00
169,-1.0400000000006E+00,1.5243300548208E+07,2.3926072120873E+00
170,-1.0390000000006E+00,1.5501661574449E+07,2.4331598766990E+00
171,-1.0380000000006E+00,1.5760022600690E+07,2.4737125413106E+00
172,-1.0370000000006E+00,1.6018383626931E+07,2.5142652059223E+00
173,-1.0360000000006E+00,1.6276744653172E+07,2.5548178705339E+00
174,-1.0350000000006E+00,1.6535105679412E+07,2.5953705351456E+00
175,-1.0340000000007E+00,1.6793466705653E+07,2.6359231997572E+00
176,-1.0330000000007E+00,1.7051827731894E+07,2.6764758643688E+00
177,-1.0320000000007E+00,1.7310188758135E+07,2.7170285289805E+00
178,-1.0310000000007E+00,1.7568549784376E+07,2.7575811935921E+00
179,-1.0300000000007E+00,1.7826910810616E+07,2.7981338582038E+00
180,-1.0290000000007E+00,1.8085271836857E+07,2.8386865228154E+00
181,-1.0280000000007E+00,1.8343632863098E+07,2.8792391874271E+00
182,-1.0270000000007E+00,1.8601993889339E+07,2.9197918520387E+00
183,-1.0260000000007E+00,1.8860354915580E+07,2.9603445166504E+00
184,-1.0250000000007E+00,1.9118715941821E+07,3.0008971812620E+00
185,-1.0240000000008E+00,1.9377076968061E+07,3.0414498458737E+00
186,-1.0230000000008E+00,1.9635437994302E+07,3.0820025104853E+00
187,-1.0220000000008E+00,1.9893799020543E+07,3.1225551750970E+00
188,-1.0210000000008E+00,2.0152160046784E+07,3.1631078397086E+00
189,-1.0200000000008E+00,2.0410521073025E+07,3.2036605043203E+00
190,-1.0190000000008E+00,2.0668882099265E+07,3.2442131689319E+00
191,-1.0180000000008E+00,2.0927243125506E+07,3.2847658335436E+00
192,-1.0170000000008E+00,2.1185604151747E+07,3.3253184981552E+00
193,-1.0160000000008E+00,2.1443965177988E+07,3.3658711627669E+00
194,-1.0150000000008E+00,2.1702326204229E+07,3.4064238273785E+00
195,-1.0140000000009E+00,2.1960687230470E+07,3.4469764919902E+00
196,-1.0130000000009E+00,2.2219048256710E+07,3.4875291566018E+00
197,-1.0120000000009E+00,2.2477409282951E+07,3.5280818212135E+00
198,-1.0110000000009E+00,2.2735770309192E+07,3.5686344858251E+00
199,-1.0100000000009E+00,2.2994131335433E+07,3.6091871504368E+00
200,-1.0090000000009E+00,2.3252492361674E+07,3.6497398150484E+00
201,-1.0080000000009E+00,2.3510853387914E+07,3.6902924796601E+00
202,-1.0070000000009E+00,2.3769214414155E+07,3.7308451442717E+00
203,-1.0060000000009E+00,2.4027575440396E+07,3.7713978088834E+00
204,-1.0050000000009E+00,2.4285936466637E+07,3.8119504734950E+00
205,-1.0040000000010E+00,2.4544297492878E+07,3.8525031381067E+00
206,-1.0030000000010E+00,2.4802658519119E+07,3.8930558027183E+00
207,-1.0020000000010E+00,2.5061019545359E+07,3.9336084673300E+00
208,-1.0010000000010E+00,2.5319380571600E+07,3.9741611319416E+00
209,-1.0000000000010E+00,2.5577741597841E+07,4.0147137965533E+00
210,-9.0000000000008E-01,2.5836102624082E+07,4.0552664611649E+00
211,-8.0000000000006E-01,2.6094463650323E+07,4.0958191257766E+00
212,-7.0000000000004E-01,2.6352824676563E+07,4.1363717903882E+00
213,-6.0000000000002E-01,2.6611185702804E+07,4.1769244549999E+00
214,-5.0000000000000E-01,2.6869546729045E+07,4.2174771196115E+00
215,-4.0000000000000E-01,2.7127907755286E+07,4.2580297842232E+00
216,-3.0000000000000E-01,2.7386268781527E+07,4.2985824488348E+00
217,-2.0000000000000E-01,2.7644629807768E+07,4.3391351134465E+00
218,-1.0000000000000E-01,2.7902990834008E+07,4.3796877780581E+00
219,0.0000000000000E+00,2.8161351860249E+07,4.4202404426698E+00
