   0.000000000000000E+000,   1.175090635325125E+008,   3.262530443729621E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.194197633904409E+008,   1.175311663716174E+008,   2.317642747448215E+008,   7.050801604852980E+009,   2.245008913637343E+011,   2.349135138072709E+011,  -4.824431929936144E-010,   0.000000000000000E+000,   1.289457612255252E-002
  -1.864047179563476E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.194204407239732E+008,   1.175311663716174E+008,   2.317642747448215E+008,   1.579308934589699E+009,   3.184942154372491E+010,   3.378719289021141E+010,  -1.250841667815514E-012,  -2.015625138913688E-024,   2.302806981250359E-004
  -3.576139344036768E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.194204407239732E+008,   1.175311663716174E+008,   2.317642747448215E+008,   6.312680030888337E+008,   9.105914459132210E+009,   1.008986386639722E+010,  -3.246221187182518E-013,  -2.059096183322332E-024,   1.984794351411175E-004
  -5.132999275309439E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.194204407239732E+008,   1.175311663716174E+008,   2.317642747448215E+008,   2.767777654729011E+008,   2.946203172803647E+009,   3.573909647640744E+009,  -4.380945128937513E-014,  -2.539479643892716E-024,   7.403811838711203E-005
  -6.498411570730085E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.194204407239732E+008,   1.175311663716174E+008,   2.317642747448215E+008,   1.218303891818625E+008,   9.810318623905448E+008,   1.452959034294455E+009,   8.947989143578238E-014,  -3.660039014205953E-024,   3.551244501907892E-004
  -7.587898907239936E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.194204407239732E+008,   1.175311663716174E+008,   2.317642747448215E+008,   4.861515966740958E+007,   3.029689232454473E+008,   7.019126215219380E+008,   5.234850473611087E-014,  -5.128233606311180E-024,   3.977298771751015E-004
  -8.290776253633775E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.194694215546969E+008,   1.175311663716174E+008,   2.317642747448215E+008,   1.568862470124861E+007,   7.746177698923273E+007,   4.435180780122789E+008,   3.823035760389830E-014,  -4.820921339766113E-024,   4.237475489012224E-004
  -8.630211429760000E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.198187493227801E+008,   1.175311663716174E+008,   2.317642747448215E+008,   4.160268513460879E+006,   1.655530550726426E+007,   3.707769980399193E+008,   3.132890717486144E-014,  -2.617684280444589E-024,   3.984965267966812E-004
  -8.772303237490515E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.202581447307764E+008,   1.175311663716174E+008,   2.317642747448215E+008,   1.040730178453524E+006,   3.375197628956630E+006,   3.541099530519788E+008,   1.979377480354301E-014,  -1.150473675273237E-024,   2.604031366996692E-004
  -8.827662526702622E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.202581447307764E+008,   1.175311663716174E+008,   2.317642747448215E+008,   2.669877416217243E+005,   7.125823217504775E+005,   3.509762461658793E+008,  -2.869623848136207E-014,  -3.954668270239271E-025,   3.801545131330625E-004
  -8.853208153389922E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.202581447307764E+008,   1.175311663716174E+008,   2.317642747448215E+008,   7.291750252609805E+004,   1.616536050266175E+005,   3.502025695693936E+008,  -2.410157390198596E-014,  -1.756891451976649E-025,   3.198019377608409E-004
  -8.865508833785234E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.202581447307764E+008,   1.175311663716174E+008,   2.317642747448215E+008,   2.129759375508038E+004,   3.957271116879507E+004,   3.499984035573263E+008,  -1.922050923077612E-014,  -7.022635777134475E-026,   2.551379411971706E-004
  -8.872515252341451E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.202581447307764E+008,   1.175311663716174E+008,   2.317642747448215E+008,   6.645090770259937E+003,   1.043772549313131E+004,   3.499240651827192E+008,  -1.432571766961301E-014,  -2.894665461211089E-026,   1.901871190710099E-004
  -8.877339425174754E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.202581447307764E+008,   1.175311663716174E+008,   2.317642747448215E+008,   2.206086734311073E+003,   2.953258851953207E+003,   3.498846614902918E+008,  -9.922900751066345E-015,  -5.959812568011662E-027,   1.317428535972931E-004
  -8.881714296502919E-001,   1.175176566302488E+008,   3.262615253711398E+006,   3.840556412816887E-008,   1.049691358850212E-010,   1.202581447307764E+008,   1.175311663716174E+008,   2.317642747448215E+008,   7.760506385862815E+002,   8.922271436639998E+002,   3.498488612889847E+008,  -4.746406874710891E-015,  -8.612409877980528E-027,   6.301900349437657E-005
