   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472289E-010,   1.577891101101695E-010
   8.746062614523738E-010,   7.043841415841761E-010
   9.484403684088861E-010,   7.681319809192040E-010
   4.256593794676107E-010,   4.045385439314443E-010
   0.000000000000000E+000,   3.107913809359232E-014
   1.639598051122331E-010,   2.986314696727238E-010
   7.113324346825098E-010,   8.746062691306920E-010
   7.755175472081066E-010,   9.484403764968431E-010
   4.059646885913538E-010,   4.256593794682286E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472286E-010,   1.577891101101691E-010
   8.746062614523737E-010,   7.043841415841760E-010
   9.484403684088859E-010,   7.681319809192039E-010
   4.256593794676105E-010,   4.045385439314441E-010
   0.000000000000000E+000,   3.107913809359223E-014
   1.639598051122326E-010,   2.986314696727236E-010
   7.113324346825097E-010,   8.746062691306918E-010
   7.755175472081065E-010,   9.484403764968429E-010
   4.059646885913536E-010,   4.256593794682284E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472283E-010,   1.577891101101685E-010
   8.746062614523736E-010,   7.043841415841759E-010
   9.484403684088859E-010,   7.681319809192038E-010
   4.256593794676103E-010,   4.045385439314439E-010
   0.000000000000000E+000,   3.107913809359214E-014
   1.639598051122321E-010,   2.986314696727233E-010
   7.113324346825096E-010,   8.746062691306917E-010
   7.755175472081064E-010,   9.484403764968429E-010
   4.059646885913534E-010,   4.256593794682282E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472280E-010,   1.577891101101679E-010
   8.746062614523734E-010,   7.043841415841757E-010
   9.484403684088857E-010,   7.681319809192036E-010
   4.256593794676101E-010,   4.045385439314437E-010
   0.000000000000000E+000,   3.107913809359203E-014
   1.639598051122315E-010,   2.986314696727230E-010
   7.113324346825095E-010,   8.746062691306916E-010
   7.755175472081063E-010,   9.484403764968427E-010
   4.059646885913532E-010,   4.256593794682280E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472275E-010,   1.577891101101672E-010
   8.746062614523733E-010,   7.043841415841756E-010
   9.484403684088857E-010,   7.681319809192035E-010
   4.256593794676097E-010,   4.045385439314434E-010
   0.000000000000000E+000,   3.107913809359191E-014
   1.639598051122309E-010,   2.986314696727225E-010
   7.113324346825093E-010,   8.746062691306915E-010
   7.755175472081061E-010,   9.484403764968427E-010
   4.059646885913529E-010,   4.256593794682277E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472271E-010,   1.577891101101665E-010
   8.746062614523731E-010,   7.043841415841754E-010
   9.484403684088855E-010,   7.681319809192033E-010
   4.256593794676094E-010,   4.045385439314431E-010
   0.000000000000000E+000,   3.107913809359177E-014
   1.639598051122301E-010,   2.986314696727221E-010
   7.113324346825091E-010,   8.746062691306913E-010
   7.755175472081060E-010,   9.484403764968425E-010
   4.059646885913525E-010,   4.256593794682273E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472266E-010,   1.577891101101656E-010
   8.746062614523730E-010,   7.043841415841752E-010
   9.484403684088853E-010,   7.681319809192032E-010
   4.256593794676090E-010,   4.045385439314427E-010
   0.000000000000000E+000,   3.107913809359162E-014
   1.639598051122293E-010,   2.986314696727216E-010
   7.113324346825089E-010,   8.746062691306912E-010
   7.755175472081058E-010,   9.484403764968425E-010
   4.059646885913522E-010,   4.256593794682270E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472260E-010,   1.577891101101646E-010
   8.746062614523727E-010,   7.043841415841751E-010
   9.484403684088851E-010,   7.681319809192030E-010
   4.256593794676086E-010,   4.045385439314424E-010
   0.000000000000000E+000,   3.107913809359144E-014
   1.639598051122284E-010,   2.986314696727210E-010
   7.113324346825088E-010,   8.746062691306909E-010
   7.755175472081055E-010,   9.484403764968423E-010
   4.059646885913518E-010,   4.256593794682266E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472254E-010,   1.577891101101635E-010
   8.746062614523724E-010,   7.043841415841748E-010
   9.484403684088849E-010,   7.681319809192026E-010
   4.256593794676081E-010,   4.045385439314419E-010
   0.000000000000000E+000,   3.107913809359124E-014
   1.639598051122273E-010,   2.986314696727204E-010
   7.113324346825085E-010,   8.746062691306906E-010
   7.755175472081053E-010,   9.484403764968420E-010
   4.059646885913513E-010,   4.256593794682261E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472246E-010,   1.577891101101623E-010
   8.746062614523722E-010,   7.043841415841746E-010
   9.484403684088847E-010,   7.681319809192025E-010
   4.256593794676076E-010,   4.045385439314414E-010
   0.000000000000000E+000,   3.107913809359102E-014
   1.639598051122261E-010,   2.986314696727196E-010
   7.113324346825082E-010,   8.746062691306904E-010
   7.755175472081050E-010,   9.484403764968418E-010
   4.059646885913509E-010,   4.256593794682255E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472238E-010,   1.577891101101609E-010
   8.746062614523720E-010,   7.043841415841742E-010
   9.484403684088845E-010,   7.681319809192022E-010
   4.256593794676070E-010,   4.045385439314408E-010
   0.000000000000000E+000,   3.107913809359078E-014
   1.639598051122247E-010,   2.986314696727188E-010
   7.113324346825080E-010,   8.746062691306901E-010
   7.755175472081048E-010,   9.484403764968414E-010
   4.059646885913503E-010,   4.256593794682249E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472228E-010,   1.577891101101593E-010
   8.746062614523717E-010,   7.043841415841739E-010
   9.484403684088841E-010,   7.681319809192019E-010
   4.256593794676063E-010,   4.045385439314402E-010
   0.000000000000000E+000,   3.107913809359049E-014
   1.639598051122232E-010,   2.986314696727178E-010
   7.113324346825076E-010,   8.746062691306899E-010
   7.755175472081044E-010,   9.484403764968412E-010
   4.059646885913496E-010,   4.256593794682242E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472218E-010,   1.577891101101575E-010
   8.746062614523713E-010,   7.043841415841734E-010
   9.484403684088838E-010,   7.681319809192015E-010
   4.256593794676056E-010,   4.045385439314395E-010
   0.000000000000000E+000,   3.107913809359017E-014
   1.639598051122214E-010,   2.986314696727168E-010
   7.113324346825071E-010,   8.746062691306895E-010
   7.755175472081041E-010,   9.484403764968408E-010
   4.059646885913489E-010,   4.256593794682235E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472206E-010,   1.577891101101555E-010
   8.746062614523710E-010,   7.043841415841729E-010
   9.484403684088834E-010,   7.681319809192011E-010
   4.256593794676047E-010,   4.045385439314386E-010
   0.000000000000000E+000,   3.107913809358981E-014
   1.639598051122195E-010,   2.986314696727156E-010
   7.113324346825067E-010,   8.746062691306891E-010
   7.755175472081037E-010,   9.484403764968404E-010
   4.059646885913481E-010,   4.256593794682226E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472193E-010,   1.577891101101532E-010
   8.746062614523705E-010,   7.043841415841724E-010
   9.484403684088830E-010,   7.681319809192006E-010
   4.256593794676037E-010,   4.045385439314377E-010
   0.000000000000000E+000,   3.107913809358940E-014
   1.639598051122173E-010,   2.986314696727142E-010
   7.113324346825062E-010,   8.746062691306887E-010
   7.755175472081032E-010,   9.484403764968400E-010
   4.059646885913472E-010,   4.256593794682216E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472177E-010,   1.577891101101506E-010
   8.746062614523700E-010,   7.043841415841719E-010
   9.484403684088824E-010,   7.681319809192001E-010
   4.256593794676026E-010,   4.045385439314366E-010
   0.000000000000000E+000,   3.107913809358894E-014
   1.639598051122148E-010,   2.986314696727127E-010
   7.113324346825056E-010,   8.746062691306882E-010
   7.755175472081027E-010,   9.484403764968396E-010
   4.059646885913461E-010,   4.256593794682205E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472160E-010,   1.577891101101477E-010
   8.746062614523693E-010,   7.043841415841713E-010
   9.484403684088820E-010,   7.681319809191994E-010
   4.256593794676013E-010,   4.045385439314354E-010
   0.000000000000000E+000,   3.107913809358842E-014
   1.639598051122119E-010,   2.986314696727110E-010
   7.113324346825050E-010,   8.746062691306875E-010
   7.755175472081020E-010,   9.484403764968392E-010
   4.059646885913449E-010,   4.256593794682193E-010
   0.000000000000000E+000,   0.000000000000000E+000
   2.986314632472140E-010,   1.577891101101444E-010
   8.746062614523687E-010,   7.043841415841705E-010
   9.484403684088816E-010,   7.681319809191988E-010
   4.256593794675999E-010,   4.045385439314341E-010
   0.000000000000000E+000,   3.107913809358783E-014
