  1,   4.300885819286609E-005,   1.000000000000000E-003,   4.300885819286609E-005,   1.000000000000000E-003,   9.655465613294940E-018,   5.219842457426578E-015,   1.746384462884389E-015,   1.557548579199498E-006,   4.209004424864925E-010
  1,   4.300885819286609E-005,   1.458995377024589E-003,   4.300885819286609E-005,   1.458995377024589E-003,   9.655465613294940E-018,   1.111130904737750E-014,   3.710206659534697E-015,   1.557548579199497E-006,   4.209004424864922E-010
  1,   4.300885819286609E-005,   2.128667510179121E-003,   4.300885819286609E-005,   2.128667510179121E-003,   9.655465613294940E-018,   2.365228256471180E-014,   7.890531165312797E-015,   1.557548579199495E-006,   4.209004424864916E-010
  1,   4.300885819286609E-005,   3.105716056573781E-003,   4.300885819286609E-005,   3.105716056573781E-003,   9.655465613294940E-018,   5.034784543707815E-014,   1.678905212276825E-014,   1.557548579199490E-006,   4.209004424864902E-010
  1,   4.300885819286609E-005,   4.531225368892181E-003,   4.300885819286609E-005,   4.531225368892181E-003,   9.655465613294940E-018,   1.071738227894284E-013,   3.573104457355166E-014,   1.557548579199480E-006,   4.209004424864875E-010
  1,   4.300885819286609E-005,   6.611036865470227E-003,   4.300885819286609E-005,   6.611036865470227E-003,   9.655465613294940E-018,   2.281374345135508E-013,   7.605224848159246E-014,   1.557548579199458E-006,   4.209004424864816E-010
  1,   4.300885819286609E-005,   9.645472224060191E-003,   4.300885819286609E-005,   9.645472224060191E-003,   9.655465613294940E-018,   4.856287447046128E-013,   1.618826852119465E-013,   1.557548579199411E-006,   4.209004424864689E-010
  1,   4.300885819286609E-005,   1.407269938412289E-002,   4.300885819286609E-005,   1.407269938412289E-002,   9.655465613294940E-018,   1.033742130861780E-012,   3.445871472643355E-013,   1.557548579199312E-006,   4.209004424864421E-010
  1,   4.300885819286609E-005,   2.053200334369207E-002,   4.300885819286609E-005,   2.053200334369207E-002,   9.655465613294940E-018,   2.200493287868804E-012,   7.335041996000103E-013,   1.557548579199101E-006,   4.209004424863850E-010
  1,   4.300885819286609E-005,   2.995609795950013E-002,   4.300885819286609E-005,   2.995609795950013E-002,   9.655465613294940E-018,   4.684118568253557E-012,   1.561379293061595E-012,   1.557548579198651E-006,   4.209004424862635E-010
  1,   4.300885819286609E-005,   4.370580843660640E-002,   4.300885819286609E-005,   4.370580843660640E-002,   9.655465613294940E-018,   9.970931010068089E-012,   3.323650106999772E-012,   1.557548579197693E-006,   4.209004424860047E-010
  1,   4.300885819286609E-005,   6.376657245813104E-002,   4.300885819286609E-005,   6.376657245813104E-002,   9.655465613294940E-018,   2.122479688736945E-011,   7.074938732766892E-012,   1.557548579195655E-006,   4.209004424854539E-010
  1,   4.300885819286609E-005,   9.303513442511664E-002,   4.300885819286609E-005,   9.303513442511664E-002,   9.655465613294940E-018,   4.518053554429430E-011,   1.506018495174184E-011,   1.557548579191316E-006,   4.209004424842815E-010
  1,   4.300885819286609E-005,   1.357378310271063E-001,   4.300885819286609E-005,   1.357378310271063E-001,   9.655465613294940E-018,   9.617433810563227E-011,   3.205811913885450E-011,   1.557548579182081E-006,   4.209004424817858E-010
  1,   4.300885819286609E-005,   1.980408679558928E-001,   4.300885819286609E-005,   1.980408679558928E-001,   9.655465613294940E-018,   2.047231888384410E-010,   6.824106938312409E-011,   1.557548579162422E-006,   4.209004424764731E-010
  1,   4.300885819286609E-005,   2.889407108095848E-001,   4.300885819286609E-005,   2.889407108095848E-001,   9.655465613294940E-018,   4.357876006606548E-010,   1.452625399905287E-010,   1.557548579120574E-006,   4.209004424651644E-010
  1,   4.300885819286609E-005,   4.215631613053825E-001,   4.300885819286609E-005,   4.215631613053825E-001,   9.655465613294940E-018,   9.276469068652480E-010,   3.092156420587264E-010,   1.557548579031493E-006,   4.209004424410919E-010
  1,   4.300885819286609E-005,   6.150587034684243E-001,   4.300885819286609E-005,   6.150587034684243E-001,   9.655465613294940E-018,   1.974651831562213E-009,   6.582172836243814E-010,   1.557548578841869E-006,   4.209004423898495E-010
  1,   4.300885819286609E-005,   8.973678049591679E-001,   4.300885819286609E-005,   8.973678049591679E-001,   9.655465613294940E-018,   4.203377197762174E-009,   1.401125739024369E-009,   1.557548578438224E-006,   4.209004422807714E-010
  1,   4.300885819286609E-005,   1.309255478926129E+000,   4.300885819286609E-005,   1.309255478926129E+000,   9.655465613294940E-018,   8.947592473904110E-009,   2.982530831071681E-009,   1.557548577578998E-006,   4.209004420485804E-010
  1,   4.300885819286609E-005,   1.910197691097335E+000,   4.300885819286609E-005,   1.910197691097335E+000,   9.655465613294940E-018,   1.904644939352288E-008,   6.348816470944604E-009,   1.557548575749991E-006,   4.209004415543230E-010
  1,   4.300885819286609E-005,   2.786969600514057E+000,   4.300885819286609E-005,   2.786969600514057E+000,   9.655465613294940E-018,   4.054355800826303E-008,   1.351451934252465E-008,   1.557548571856643E-006,   4.209004405022135E-010
  1,   4.300885819286609E-005,   4.066175763058075E+000,   4.300885819286609E-005,   4.066175763058075E+000,   9.655465613294940E-018,   8.630375467925212E-008,   2.876791823285435E-008,   1.557548563569000E-006,   4.209004382626220E-010
  1,   4.300885819286609E-005,   5.932531640471157E+000,   4.300885819286609E-005,   5.932531640471157E+000,   9.655465613294940E-018,   1.837119985921931E-007,   6.123733287050135E-008,   1.557548545927364E-006,   4.209004334952764E-010
  1,   4.300885819286609E-005,   8.655536237499522E+000,   4.300885819286609E-005,   8.655536237499522E+000,   9.655465613294940E-018,   3.910617626332744E-007,   1.303539208841951E-007,   1.557548508374188E-006,   4.209004233471828E-010
