   4.900551987884795E-020,   7.846025640424369E-019,   2.668924027272575E-023,   2.668924027272575E-023,   4.900551987884795E-020,   2.668924027272575E-023
   4.901063006750684E-020,   7.846843806854276E-019,   2.669202336845238E-023,   2.669202336845238E-023,   4.901063006750684E-020,   2.669202336845238E-023
   4.902595492951941E-020,   7.849297392911191E-019,   2.670036954915633E-023,   2.670036954915633E-023,   4.902595492951941E-020,   2.670036954915633E-023
   4.905147736975076E-020,   7.853383661579627E-019,   2.671426950453615E-023,   2.671426950453615E-023,   4.905147736975076E-020,   2.671426950453615E-023
   4.908716895205241E-020,   7.859098060091844E-019,   2.673370774778135E-023,   2.673370774778135E-023,   4.908716895205241E-020,   2.673370774778135E-023
   4.913298998247541E-020,   7.866434233250669E-019,   2.675866266089168E-023,   2.675866266089168E-023,   4.913298998247541E-020,   2.675866266089168E-023
   4.918888962497195E-020,   7.875384041953908E-019,   2.678910655769020E-023,   2.678910655769020E-023,   4.918888962497195E-020,   2.678910655769020E-023
   4.925480604879986E-020,   7.885937586794518E-019,   2.682500576410228E-023,   2.682500576410228E-023,   4.925480604879986E-020,   2.682500576410228E-023
   4.933066660663769E-020,   7.898083236577725E-019,   2.686632071516008E-023,   2.686632071516008E-023,   4.933066660663769E-020,   2.686632071516008E-023
   4.941638804222205E-020,   7.911807661564780E-019,   2.691300606808543E-023,   2.691300606808543E-023,   4.941638804222205E-020,   2.691300606808543E-023
   4.951187672613832E-020,   7.927095871224216E-019,   2.696501083070540E-023,   2.696501083070540E-023,   4.951187672613832E-020,   2.696501083070540E-023
   4.961702891823082E-020,   7.943931256245010E-019,   2.702227850436540E-023,   2.702227850436540E-023,   4.961702891823082E-020,   2.702227850436540E-023
   4.973173105495193E-020,   7.962295634542599E-019,   2.708474724042437E-023,   2.708474724042437E-023,   4.973173105495193E-020,   2.708474724042437E-023
   4.985586005984149E-020,   7.982169300968171E-019,   2.715235000934719E-023,   2.715235000934719E-023,   4.985586005984149E-020,   2.715235000934719E-023
   4.998928367522136E-020,   8.003531080414579E-019,   2.722501478135108E-023,   2.722501478135108E-023,   4.998928367522136E-020,   2.722501478135108E-023
   5.013186081310193E-020,   8.026358383998234E-019,   2.730266471751541E-023,   2.730266471751541E-023,   5.013186081310193E-020,   2.730266471751541E-023
   5.028344192323343E-020,   8.050627267985914E-019,   2.738521837022856E-023,   2.738521837022856E-023,   5.028344192323343E-020,   2.738521837022856E-023
   5.044386937618872E-020,   8.076312495128223E-019,   2.747258989182144E-023,   2.747258989182144E-023,   5.044386937618872E-020,   2.747258989182144E-023
   5.061297785934140E-020,   8.103387598057637E-019,   2.756468925022385E-023,   2.756468925022385E-023,   5.061297785934140E-020,   2.756468925022385E-023
   5.079059478359820E-020,   8.131824944408364E-019,   2.766142245047785E-023,   2.766142245047785E-023,   5.079059478359820E-020,   2.766142245047785E-023
   5.097654069876067E-020,   8.161595803317803E-019,   2.776269176095088E-023,   2.776269176095088E-023,   5.097654069876067E-020,   2.776269176095088E-023
   5.117062971542225E-020,   8.192670412974353E-019,   2.786839594310800E-023,   2.786839594310800E-023,   5.117062971542225E-020,   2.786839594310800E-023
   5.137266993135863E-020,   8.225018048884607E-019,   2.797843048373138E-023,   2.797843048373138E-023,   5.137266993135863E-020,   2.797843048373138E-023
   5.158246386043075E-020,   8.258607092542845E-019,   2.809268782850821E-023,   2.809268782850821E-023,   5.158246386043075E-020,   2.809268782850821E-023
   5.179980886210043E-020,   8.293405100198598E-019,   2.821105761595213E-023,   2.821105761595213E-023,   5.179980886210043E-020,   2.821105761595213E-023
   5.202449756974499E-020,   8.329378871431949E-019,   2.833342691067075E-023,   2.833342691067075E-023,   5.202449756974499E-020,   2.833342691067075E-023
   5.225631831605945E-020,   8.366494517262504E-019,   2.845968043504689E-023,   2.845968043504689E-023,   5.225631831605945E-020,   2.845968043504689E-023
   5.249505555393959E-020,   8.404717527534867E-019,   2.858970079845865E-023,   2.858970079845865E-023,   5.249505555393959E-020,   2.858970079845865E-023
   5.274049027135464E-020,   8.444012837341790E-019,   2.872336872322615E-023,   2.872336872322615E-023,   5.274049027135464E-020,   2.872336872322615E-023
   5.299240039883637E-020,   8.484344892265208E-019,   2.886056326653708E-023,   2.886056326653708E-023,   5.299240039883637E-020,   2.886056326653708E-023
   5.325056120833256E-020,   8.525677712234618E-019,   2.900116203766896E-023,   2.900116203766896E-023,   5.325056120833256E-020,   2.900116203766896E-023
   5.351474570229640E-020,   8.567974953822245E-019,   2.914504140989399E-023,   2.914504140989399E-023,   5.351474570229640E-020,   2.914504140989399E-023
   5.378472499200662E-020,   8.611199970813937E-019,   2.929207672651851E-023,   2.929207672651851E-023,   5.378472499200662E-020,   2.929207672651851E-023
   5.406026866423483E-020,   8.655315872914436E-019,   2.944214250057639E-023,   2.944214250057639E-023,   5.406026866423483E-020,   2.944214250057639E-023
   5.434114513549736E-020,   8.700285582464826E-019,   2.959511260776050E-023,   2.959511260776050E-023,   5.434114513549736E-020,   2.959511260776050E-023
   5.462712199324438E-020,   8.746071889068616E-019,   2.975086047224023E-023,   2.975086047224023E-023,   5.462712199324438E-020,   2.975086047224023E-023
   5.491796632345216E-020,   8.792637502040866E-019,   2.990925924507370E-023,   2.990925924507370E-023,   5.491796632345216E-020,   2.990925924507370E-023
   5.521344502419193E-020,   8.839945100612108E-019,   3.007018197498276E-023,   3.007018197498276E-023,   5.521344502419193E-020,   3.007018197498276E-023
