   2.996056731527488E+010,   2.996056761488055E+010,   2.996056701566921E+010,   2.996056440178718E+010,  -2.913487705230713E+003,   9.724405538785186E-008,   1.072440528822924E-007,   8.724405727894280E-008
  -6.710950054528045E+000,  -6.710949954528044E+000,  -6.710950154528045E+000,  -6.735244685484879E+000,  -2.429463095683460E-002,   3.168311603603967E+002,   3.168311566181097E+002,   3.168311641026831E+002
  -6.695249322469768E+000,  -6.695249222469768E+000,  -6.695249422469768E+000,  -6.726849659617355E+000,  -3.160033714758725E-002,   3.097508875757509E+002,   3.097508804185431E+002,   3.097508947329594E+002
  -6.692945590303102E+000,  -6.692945490303102E+000,  -6.692945690303103E+000,  -6.724465578538090E+000,  -3.151998823498747E-002,   3.039174137250876E+002,   3.039174068304650E+002,   3.039174206197106E+002
  -6.691899692390345E+000,  -6.691899592390345E+000,  -6.691899792390346E+000,  -6.718338565736558E+000,  -2.643887334621287E-002,   2.983980522759514E+002,   2.983980456231751E+002,   2.983980589287265E+002
  -6.676170018233596E+000,  -6.676169918233596E+000,  -6.676170118233596E+000,  -6.717846904994499E+000,  -4.167688676090275E-002,   2.921474600422790E+002,   2.921474536542728E+002,   2.921474664302854E+002
  -6.652622665694299E+000,  -6.652622565694299E+000,  -6.652622765694299E+000,  -6.709505788035730E+000,  -5.688312234143122E-002,   2.856811747006782E+002,   2.856811685775533E+002,   2.856811808238029E+002
  -6.608177078667842E+000,  -6.608176978667841E+000,  -6.608177178667842E+000,  -6.670031528788989E+000,  -6.185445012114776E-002,   2.782736965005208E+002,   2.782736906691541E+002,   2.782737023318882E+002
  -6.606479218670901E+000,  -6.606479118670901E+000,  -6.606479318670901E+000,  -6.666292661305859E+000,  -5.981344263495814E-002,   2.736286305505515E+002,   2.736286248990330E+002,   2.736286362020693E+002
  -6.602480372455904E+000,  -6.602480272455904E+000,  -6.602480472455905E+000,  -6.660494464593593E+000,  -5.801409213768860E-002,   2.690145000618832E+002,   2.690144945847010E+002,   2.690145055390645E+002
  -6.598430686767771E+000,  -6.598430586767771E+000,  -6.598430786767771E+000,  -6.657510866481894E+000,  -5.908017971412338E-002,   2.645533482831397E+002,   2.645533429706677E+002,   2.645533535956133E+002
  -6.598320961615847E+000,  -6.598320861615846E+000,  -6.598321061615847E+000,  -6.651667520456736E+000,  -5.334655884088946E-002,   2.604426134506102E+002,   2.604426082869126E+002,   2.604426186143085E+002
  -6.588955180093859E+000,  -6.588955080093859E+000,  -6.588955280093860E+000,  -6.651002460079281E+000,  -6.204727998542214E-002,   2.559953870940211E+002,   2.559953820870734E+002,   2.559953921009687E+002
  -6.546606602334827E+000,  -6.546606502334827E+000,  -6.546606702334827E+000,  -6.590021770594443E+000,  -4.341516825961556E-002,   2.501014298682358E+002,   2.501014250614028E+002,   2.501014346750683E+002
  -6.537042541672691E+000,  -6.537042441672691E+000,  -6.537042641672691E+000,  -6.589657988090860E+000,  -5.261544641816851E-002,   2.459771420981536E+002,   2.459771374292581E+002,   2.459771467670489E+002
  -6.500000000000000E+000,  -6.499999900000000E+000,  -6.500000100000000E+000,  -6.587881151810162E+000,  -8.788115181016209E-002,   2.407409404059459E+002,   2.407409359094171E+002,   2.407409449024729E+002
  -6.500000000000000E+000,  -6.499999900000000E+000,  -6.500000100000000E+000,  -6.577973080210548E+000,  -7.797308021054761E-002,   2.373225834790263E+002,   2.373225790920269E+002,   2.373225878660243E+002
  -6.500000000000000E+000,  -6.499999900000000E+000,  -6.500000100000000E+000,  -6.577281372188997E+000,  -7.728137218899711E-002,   2.339981428749345E+002,   2.339981385925758E+002,   2.339981471572947E+002
  -6.500000000000000E+000,  -6.499999900000000E+000,  -6.500000100000000E+000,  -6.576838550042469E+000,  -7.683855004246887E-002,   2.307633644211304E+002,   2.307633602388325E+002,   2.307633686034275E+002
  -6.500000000000000E+000,  -6.499999900000000E+000,  -6.500000100000000E+000,  -6.568745526567127E+000,  -6.874552656712662E-002,   2.276142652429337E+002,   2.276142611564084E+002,   2.276142693294598E+002
  -6.500000000000000E+000,  -6.499999900000000E+000,  -6.500000100000000E+000,  -6.552099180153863E+000,  -5.209918015386261E-002,   2.245471117205761E+002,   2.245471077262568E+002,   2.245471157148954E+002
  -6.500000000000000E+000,  -6.499999900000000E+000,  -6.500000100000000E+000,  -6.543117447210363E+000,  -4.311744721036348E-002,   2.215583995984265E+002,   2.215583956891442E+002,   2.215584035077100E+002
  -6.490585120981777E+000,  -6.490585020981777E+000,  -6.490585220981777E+000,  -6.540056847193915E+000,  -4.947172621213802E-002,   2.182851990408020E+002,   2.182851952258064E+002,   2.182852028557980E+002
  -6.485161852987808E+000,  -6.485161752987808E+000,  -6.485161952987808E+000,  -6.517109098301971E+000,  -3.194724531416337E-002,   2.152489398526326E+002,   2.152489361238309E+002,   2.152489435814348E+002
