   2.561175148475168E+005,   2.561174213831220E+005,   8.543157592814494E-004
   2.561681769105611E+005,   2.561680833906914E+005,   8.544847495486073E-004
   2.563201920605669E+005,   2.563200983741089E+005,   8.549918169526097E-004
   2.565736476025783E+005,   2.565735536379273E+005,   8.558372527100974E-004
   2.569286892473802E+005,   2.569285948921099E+005,   8.570215428571919E-004
   2.573855214187026E+005,   2.573854265592317E+005,   8.585453692742053E-004
   2.579444088716761E+005,   2.579443133929286E+005,   8.604096150842080E-004
   2.586058237698316E+005,   2.586057275547265E+005,   8.626158552485216E-004
   2.593699118689222E+005,   2.593698147984509E+005,   8.651645759495754E-004
   2.602375032870139E+005,   2.602374052391798E+005,   8.680585461532186E-004
   2.612088623832965E+005,   2.612087632334435E+005,   8.712986476579192E-004
   2.622841039210391E+005,   2.622840035417166E+005,   8.748852632634161E-004
   2.634647424340046E+005,   2.634646406930374E+005,   8.788234448947924E-004
   2.647510124686073E+005,   2.647509092302149E+005,   8.831139749026471E-004
   2.661432014388764E+005,   2.661430965632732E+005,   8.877578119836263E-004
   2.676427025243455E+005,   2.676425958660698E+005,   8.927596032655024E-004
   2.692503156038114E+005,   2.692502070120197E+005,   8.981220168387949E-004
   2.709669897446759E+005,   2.709668790625499E+005,   9.038482184316655E-004
   2.727938490788796E+005,   2.727937361429711E+005,   9.099419577225360E-004
   2.747320083665905E+005,   2.747318930063619E+005,   9.164069531274263E-004
   2.767827466279427E+005,   2.767826286650632E+005,   9.232474709722793E-004
   2.789473231533563E+005,   2.789472024011955E+005,   9.304677117701056E-004
   2.812270394867301E+005,   2.812269157497430E+005,   9.380720169742995E-004
   2.836233542539029E+005,   2.836232273268274E+005,   9.460652520045298E-004
   2.861378608031133E+005,   2.861377304701470E+005,   9.544527316632728E-004
   2.887721921595267E+005,   2.887720581935837E+005,   9.632399030985087E-004
   2.915281248849323E+005,   2.915279870467085E+005,   9.724326922417390E-004
   2.944075245548630E+005,   2.944073825919177E+005,   9.820373219392921E-004
   2.974123404344571E+005,   2.974121940802430E+005,   9.920602941927345E-004
   3.005446412984621E+005,   3.005444902712387E+005,   1.002508509641155E-003
   3.038064275207130E+005,   3.038062715226746E+005,   1.013388640759851E-003
   3.072000739427046E+005,   3.071999126583635E+005,   1.024708609108384E-003
   3.107278907922514E+005,   3.107277238874003E+005,   1.036476120714819E-003
   3.143924390639744E+005,   3.143922661840678E+005,   1.048699718069852E-003
   3.181963158261395E+005,   3.181961365949148E+005,   1.061388063988304E-003
   3.221423059765023E+005,   3.221421199942462E+005,   1.074550447810952E-003
   3.262332771894188E+005,   3.262330840312901E+005,   1.088196434986000E-003
   3.304721989771588E+005,   3.304719981913596E+005,   1.102335930650262E-003
   3.348623461154124E+005,   3.348621372208482E+005,   1.116979858181917E-003
   3.394070022486502E+005,   3.394067847329674E+005,   1.132139170535663E-003
   3.441095972272158E+005,   3.441093705444384E+005,   1.147825308348612E-003
   3.489738105844561E+005,   3.489735741522338E+005,   1.164050545101551E-003
   3.540034838130737E+005,   3.540032370098931E+005,   1.180827694504220E-003
   3.592025655500883E+005,   3.592023077123871E+005,   1.198169927651706E-003
   3.645752159374719E+005,   3.645749463563093E+005,   1.216091121132572E-003
   3.701257816888105E+005,   3.701254996063295E+005,   1.234605773859493E-003
   3.758588128749854E+005,   3.758585174805569E+005,   1.253729063059208E-003
   3.817790596443857E+005,   3.817787500704546E+005,   1.273476833331326E-003
   3.878914818505019E+005,   3.878911571680770E+005,   1.293865628761338E-003
   3.942011394597508E+005,   3.942007986738166E+005,   1.314912327360205E-003
   4.007136562311689E+005,   4.007132982745094E+005,   1.336635687728040E-003
   4.074346224965568E+005,   4.074342462246534E+005,   1.359054356946676E-003
   4.143699145186466E+005,   4.143695187033047E+005,   1.382187935839616E-003
   4.215256752520778E+005,   4.215252585745748E+005,   1.406056914795951E-003
   4.289083587130648E+005,   4.289079197565877E+005,   1.430682821769278E-003
   4.365247084668592E+005,   4.365242457083634E+005,   1.456088150517660E-003
   4.443817200358349E+005,   4.443812318373360E+005,   1.482296235208612E-003
   4.524867201046739E+005,   4.524862047035400E+005,   1.509331514615821E-003
   4.608473595712733E+005,   4.608468150696994E+005,   1.537219508936744E-003
   4.694716278075247E+005,   4.694710521610451E+005,   1.565986867358235E-003
   4.783678674919921E+005,   4.783672584969334E+005,   1.595661417529501E-003
   4.875447948821171E+005,   4.875441501618694E+005,   1.626272233178959E-003
   4.970115134902580E+005,   4.970108304802746E+005,   1.657849679728349E-003
   5.067775318000612E+005,   5.067768077314455E+005,   1.690425473383475E-003
   5.168527854350703E+005,   5.168520173165905E+005,   1.724032755075481E-003
   5.272474455946226E+005,   5.272466301939900E+005,   1.758705451469329E-003
   5.379727334086997E+005,   5.379718672283182E+005,   1.794480991340744E-003
   5.490398670037729E+005,   5.490389462592416E+005,   1.831396793375107E-003
   5.604606660232423E+005,   5.604596866169818E+005,   1.869492282614334E-003
   5.722475289433722E+005,   5.722464864358683E+005,   1.908808814783020E-003
   5.844134229908221E+005,   5.844123125692048E+005,   1.949389642648064E-003
   5.969719131177549E+005,   5.969707295612341E+005,   1.991280012658738E-003
   6.099389119786008E+005,   6.099376496097422E+005,   2.034533002193611E-003
   6.233241175178601E+005,   6.233227702033628E+005,   2.079180958592904E-003
   6.371482342229891E+005,   6.371467952634624E+005,   2.125292942704591E-003
   6.514258286043468E+005,   6.514242907259980E+005,   2.172917541261155E-003
   6.661739535442889E+005,   6.661723088320078E+005,   2.222111634416126E-003
