電気素量,1.602176634E-19
光速,2.99792458000000E+08
電子の質量,9.10938970000000E-31
真空の透磁率,1.25663706143592E-06
万有引力定数,6.67430150000E-11
alpha,1.20000000000000E+01
地球の磁気双極子モーメント,7.8E+22
地球の質量,5.9722E+24
地球半径,6.371E+06
地球の自転角周波数,7.292115024135739E-05
地球のreq,9.614441156685241E+07
無の質量,0
無の半径,0
