真空の透磁率,1.26E-06
木星半径,6.99E+07
地球双極子磁気モーメント,8.05E+22
木星双極子磁気モーメント,1.61E+27
木星L殻磁気赤道距離,4.12E+08
alpha,1.20E+01
万有引力定数,6.67E-11
木星自転角周波数,0.000175852
Io質量,8.93E+22
木星質量,1.90E+27
電気素量,1.60E-19
