   0.000000000000000E+000,   0.731094707012343E+003,   0.000000000000000E+000,   0.121496325437125E+010,   0.315701637350435E+009,   0.536217268920736E+009,   0.624941950130720E+008,   0.266342519415937E+010,   0.216916151169630E+007,  -0.215142185039709E-022,   0.000000000000000E+000,   0.253770926466909E-026
  -0.134513717336027E+000,   0.732369281006611E+003,   0.000000000000000E+000,   0.119604553282672E+010,   0.305124873042008E+009,   0.519649540158221E+009,   0.543836905665727E+008,   0.259268629647868E+010,   0.216766729282141E+007,  -0.875597577130609E-017,   0.208508658052589E-022,   0.443569937281486E-015
  -0.337495819258538E+000,   0.736200945650025E+003,   0.000000000000000E+000,   0.116479483086317E+010,   0.288216393972574E+009,   0.492851178806549E+009,   0.529210600461342E+008,   0.248947013904550E+010,   0.216537364300635E+007,  -0.214679891333056E-016,   0.505225430081976E-022,   0.289196190515486E-014
  -0.660126527464261E+000,   0.742608757368364E+003,   0.000000000000000E+000,   0.111623782535971E+010,   0.262985757753310E+009,   0.452619715993763E+009,   0.514979099156057E+008,   0.233380019006820E+010,   0.216172596862756E+007,  -0.397999951922182E-016,   0.948183606176223E-022,   0.113087187837412E-013
  -0.110038794139111E+001,   0.751625573591253E+003,   0.000000000000000E+000,   0.105246063007702E+010,   0.231743923810658E+009,   0.402379750476476E+009,   0.501464169761090E+008,   0.213695484978027E+010,   0.215675199500956E+007,  -0.606156505841387E-016,   0.155096778607820E-021,   0.312810676300520E-013
  -0.165065138871577E+001,   0.763298329866244E+003,   0.000000000000000E+000,   0.976680337429242E+009,   0.197389806095031E+009,   0.346525439176774E+009,   0.491280400909629E+008,   0.191409978696895E+010,   0.215054207676525E+007,  -0.807142647790761E-016,   0.202301285186924E-021,   0.691154364473182E-013
  -0.148297780822562E+001,   0.777699506440032E+003,   0.000000000000000E+000,   0.878064690220363E+009,   0.160078913024489E+009,   0.280085601856961E+009,   0.583411039372750E+008,   0.165450826375421E+010,   0.214789973135917E+007,   0.841319322585061E-016,   0.263687493092422E-021,   0.100469829047704E-012
  -0.305370260331356E+001,   0.794875080331582E+003,   0.000000000000000E+000,   0.804003985078486E+009,   0.130064214102598E+009,   0.234835122482368E+009,   0.438428758476324E+008,   0.144544804604545E+010,   0.213474781459533E+007,  -0.108786481518112E-015,   0.393972133181905E-021,   0.220009824864156E-012
  -0.386972911704722E+001,   0.814952611235429E+003,   0.000000000000000E+000,   0.714058993172083E+009,   0.100931700659689E+009,   0.185236100716044E+009,   0.442828532913982E+008,   0.122762170743652E+010,   0.212557772018213E+007,  -0.115620939285456E-015,   0.534235709546782E-021,   0.344366051896170E-012
  -0.474702746683539E+001,   0.838035855286513E+003,   0.000000000000000E+000,   0.625936414906535E+009,   0.762091067125604E+008,   0.142341153541609E+009,   0.451906293236150E+008,   0.102990430056762E+010,   0.211573095500793E+007,  -0.117833869690354E-015,   0.654482431636649E-021,   0.507859020970854E-012
