grid,phi_e[V],distance[m],distance[RE]
196,8.68407767643107E+02,1.1866911943042E+08,1.8626451017175E+01
197,9.37987616078069E+02,1.1897884410280E+08,1.8675065782891E+01
198,1.01567564507453E+03,1.1928856877518E+08,1.8723680548607E+01
199,1.10279488174088E+03,1.1959829344755E+08,1.8772295314323E+01
200,1.20090254336747E+03,1.1990801811993E+08,1.8820910080040E+01
201,1.31197093215750E+03,1.2021774279231E+08,1.8869524845756E+01
202,8.5000000000000E+03,1.2052746746469E+08,1.8918139611472E+01
203,8.5416666666667E+03,1.2083719213707E+08,1.8966754377188E+01
204,8.5833333333333E+03,1.2114691680944E+08,1.9015369142904E+01
205,8.6250000000000E+03,1.2145664148182E+08,1.9063983908620E+01
206,8.6666666666667E+03,1.2176636615420E+08,1.9112598674337E+01
207,8.7083333333333E+03,1.2207609082658E+08,1.9161213440053E+01
208,8.7500000000000E+03,1.2238581549895E+08,1.9209828205769E+01
209,9.9985557967727E+03,1.2269554017133E+08,1.9258442971485E+01
210,9.9986997759181E+03,1.2300526484371E+08,1.9307057737201E+01
211,9.9988437550634E+03,1.2331498951609E+08,1.9355672502918E+01
212,9.9989614336159E+03,1.2362471418847E+08,1.9404287268634E+01
213,9.9991485727359E+03,1.2393443886084E+08,1.9452902034350E+01
214,9.9992947291047E+03,1.2424416353322E+08,1.9501516800066E+01
215,9.9994264116934E+03,1.2455388820560E+08,1.9550131565782E+01
216,9.9995592894966E+03,1.2486361287798E+08,1.9598746331498E+01
217,9.9996979043780E+03,1.2517333755035E+08,1.9647361097215E+01
218,9.9998449487153E+03,1.2548306222273E+08,1.9695975862931E+01
219,1.0000000000000E+04,1.2579278689511E+08,1.9744590628647E+01
