   1.999999999988122E-007,   2.578437463540695E-010,   9.954395631750087E-001,   9.954395633039305E-001,   9.954395630460867E-001,  -1.000000000000000E-002,  -2.000000000000000E-002,
   1.999999999988122E-007,   2.361281170593088E-010,   9.958532046674285E-001,   9.958532047854913E-001,   9.958532045493632E-001,  -1.000000000000000E-002,  -2.000000000000000E-002,
   1.999999999988122E-007,   2.179619817965772E-010,   9.961950968178428E-001,   9.961950969268232E-001,   9.961950967088612E-001,  -1.000000000000000E-002,  -2.000000000000000E-002,
   1.999999999988122E-007,   2.027554790728914E-010,   9.964782642598481E-001,   9.964782643612269E-001,   9.964782641584714E-001,  -1.000000000000000E-002,  -2.000000000000000E-002,
   1.999999999988122E-007,   1.899869150889799E-010,   9.967132299216852E-001,   9.967132300166786E-001,   9.967132298266916E-001,  -1.000000000000000E-002,  -2.000000000000000E-002,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.999994282605788E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.999988670499919E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.999981297452905E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.999970390515586E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913466485930E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913463278329E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913460518585E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913458086379E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913454591748E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913451453828E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913448425135E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913445468232E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913442570100E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913439724443E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913436927539E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913434176853E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913395445275E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913364609414E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913339671491E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913319278743E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913302465405E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913288524480E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913276929163E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913267281381E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913259276800E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913252680398E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913247309054E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913243018911E+004,
   2.000015228986740E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -2.600913239696081E+004,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
   1.999999999988122E-007,                      NaN,                 Infinity,                 Infinity,                 Infinity,   0.000000000000000E+000,  -1.000000000000000E-002,
