電気素量,1.602176634E-19
光速,2.99792458000000E+08
電子の質量,9.10938970000000E-31
真空の透磁率,1.25663706143592E-06
万有引力定数,6.67430150000E-11
alpha,1.20000000000000E+01
木星の磁気双極子モーメント,1.16E+27
木星の質量,1.89820000000000E+27
木星半径,7.149200000000E+07
木星の自転角周波数,1.75851813802955E-04
木星のreq,418056619.2
イオの質量,8.93193800000000E+22
イオの半径,1.8216E+06
