0.00000000000000E+00,1.58764235645262E-06,3.64323231998839E+06,,
1.80409057649791E-02,1.58996899691617E-06,8.46416314816296E+06,,
3.60818115299582E-02,1.59696484877829E-06,1.57075400963262E+07,,
5.41227172949373E-02,1.60867792627053E-06,2.32047607225993E+07,,
7.21636230599164E-02,1.62518899936709E-06,3.07690070979276E+07,,
9.02045288248955E-02,1.64661272566994E-06,3.83585478830485E+07,,
1.08245434589875E-01,1.67309926057298E-06,4.59585309929918E+07,,
1.26286340354854E-01,1.70483637244199E-06,5.35619875286877E+07,,
1.44327246119833E-01,1.74205209891974E-06,6.11649017406635E+07,,
1.62368151884812E-01,1.78501799115061E-06,6.87645336147844E+07,,
1.80409057649791E-01,1.83405300503330E-06,7.63587361057518E+07,,
1.98449963414770E-01,1.88952811290499E-06,8.39456383035284E+07,,
2.16490869179749E-01,1.95187172573830E-06,9.15234824679701E+07,,
2.34531774944728E-01,2.02157603546801E-06,9.90905327702244E+07,,
2.52572680709707E-01,2.09920441003842E-06,1.06645020368047E+08,,
2.70613586474687E-01,2.18540000088384E-06,1.14185108265117E+08,,
2.88654492239666E-01,2.28089575470867E-06,1.21708867671904E+08,,
3.06695398004645E-01,2.38652605971919E-06,1.29214261485995E+08,,
3.24736303769624E-01,2.50324030224751E-06,1.36699132462406E+08,,
3.42777209534603E-01,2.63211866471047E-06,1.44161194671785E+08,,
3.60818115299582E-01,2.77439056219931E-06,1.51598027408317E+08,,
3.78859021064561E-01,2.93145619537070E-06,1.59007071029845E+08,,
3.96899926829540E-01,3.10491179505450E-06,1.66385624400752E+08,,
4.14940832594519E-01,3.29657925331299E-06,1.73730843721128E+08,,
4.32981738359498E-01,3.50854098187826E-06,1.81039742595071E+08,,
4.51022644124478E-01,3.74318101865749E-06,1.88309193234177E+08,,
4.69063549889457E-01,4.00323362482847E-06,1.95535928719511E+08,,
4.87104455654436E-01,4.29184088977520E-06,2.02716546262632E+08,,
5.05145361419415E-01,4.61262120257708E-06,2.09847511417286E+08,,
5.23186267184394E-01,4.96975087473886E-06,2.16925163200368E+08,,
5.41227172949373E-01,5.36806173224568E-06,2.23945720085218E+08,,
5.59268078714352E-01,5.81315816552195E-06,2.30905286833109E+08,,
5.77308984479331E-01,6.31155797205560E-06,2.37799862130557E+08,,
5.95349890244310E-01,6.87086239874623E-06,2.44625347001215E+08,,
6.13390796009289E-01,7.49996215563823E-06,2.51377553961869E+08,,
6.31431701774269E-01,8.20928791692496E-06,2.58052216892613E+08,,
6.49472607539248E-01,9.01111606471635E-06,2.64645001591754E+08,,
6.67513513304227E-01,9.91994332032009E-06,2.71151516986499E+08,,
6.85554419069206E-01,1.09529476533918E-05,2.77567326970940E+08,,
7.03595324834185E-01,1.21305577397718E-05,2.83887962843506E+08,,
7.21636230599164E-01,1.34771596315742E-05,2.90108936316679E+08,,
7.39677136364143E-01,1.50219777227383E-05,2.96225753072569E+08,,
7.57718042129122E-01,1.68001782458310E-05,3.02233926838796E+08,,
7.75758947894101E-01,1.88542583964444E-05,3.08128993960074E+08,,
7.93799853659080E-01,2.12358041057819E-05,3.13906528441919E+08,,
8.11840759424060E-01,2.40077263683915E-05,3.19562157443979E+08,,
8.29881665189039E-01,2.72471225586432E-05,3.25091577201611E+08,,
8.47922570954018E-01,3.10489591438853E-05,3.30490569355498E+08,,
8.65963476718997E-01,3.55308410810741E-05,3.35755017670232E+08,,
8.84004382483976E-01,4.08392288542659E-05,3.40880925123946E+08,,
9.02045288248955E-01,4.71575980742500E-05,3.45864431352171E+08,,
9.20086194013934E-01,5.47172257477359E-05,3.50701830430113E+08,,
9.38127099778913E-01,6.38115568940311E-05,3.55389588978455E+08,,
9.56168005543892E-01,7.48154929277081E-05,3.59924364578566E+08,,
9.74208911308871E-01,8.82115064961513E-05,3.64303024483596E+08,,
9.92249817073851E-01,1.04625314334454E-04,3.68522664612257E+08,,
1.01029072283883E+00,1.24875067050034E-04,3.72580628812206E+08,,
1.02833162860381E+00,1.50039858017982E-04,3.76474528379602E+08,,
1.04637253436879E+00,1.81556156483556E-04,3.80202261820770E+08,,
1.06441344013377E+00,2.21355088859119E-04,3.83762034840644E+08,,
1.08245434589875E+00,2.72060241346723E-04,3.87152380540897E+08,,
1.10049525166373E+00,3.37276363599755E-04,3.90372179808165E+08,,
1.11853615742870E+00,4.22016612862079E-04,3.93420681869440E+08,,
1.11966371403901E+00,4.28108655871724E-04,3.93605515238834E+08,,
1.12079127064932E+00,4.34305640467047E-04,3.93789677896167E+08,,
1.12191882725963E+00,4.40609657024039E-04,3.93973169811287E+08,,
1.12304638386995E+00,4.47022843119039E-04,3.94155990960336E+08,,
1.12417394048026E+00,4.53547384719335E-04,3.94338141325763E+08,,
1.12530149709057E+00,4.60185517407468E-04,3.94519620896358E+08,,
1.12642905370088E+00,4.66939527639188E-04,3.94700429667259E+08,,
1.12755661031119E+00,4.73811754036939E-04,3.94880567639979E+08,,
1.12868416692150E+00,4.80804588719634E-04,3.95060034822422E+08,,
1.12981172353181E+00,4.87920478669875E-04,3.95238831228907E+08,,
1.13093928014212E+00,4.95161927139780E-04,3.95416956880183E+08,,
1.13206683675244E+00,5.02531495096678E-04,3.95594411803455E+08,,
1.13319439336275E+00,5.10031802709516E-04,3.95771196032395E+08,,
1.13432194997306E+00,5.17665530878231E-04,3.95947309607172E+08,,
1.13544950658337E+00,5.25435422806090E-04,3.96122752574465E+08,,
1.13657706319368E+00,5.33344285617358E-04,3.96297524987487E+08,,
