   6.934473407207978E-008,   6.934596395545452E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934479386500588E-008,   6.934602374732014E-008,   9.106400327646815E-011,   3.604823399531755E-016
   6.934490271190489E-008,   6.934613259228872E-008,   1.529333060221294E-010,   3.604823399531755E-016
   6.934507456220440E-008,   6.934630443954041E-008,   2.173074095021325E-010,   3.604823399531755E-016
   6.934530731689899E-008,   6.934653719010702E-008,   2.819633800681102E-010,   3.604823399531755E-016
   6.934559673105556E-008,   6.934682659913083E-008,   3.458937101501252E-010,   3.604823399531755E-016
   6.934593694533739E-008,   6.934716680737897E-008,   4.084449770112981E-010,   3.604823399531755E-016
   6.934632069802077E-008,   6.934755055325658E-008,   4.690957527829414E-010,   3.604823399531755E-016
   6.934673889440051E-008,   6.934796874221979E-008,   5.273061356516297E-010,   3.604823399531755E-016
   6.934718246848487E-008,   6.934841230843767E-008,   5.827287446755192E-010,   3.604823399531755E-016
   6.934764433037252E-008,   6.934887416213461E-008,   6.353193247365038E-010,   3.604823399531755E-016
   6.934811190599598E-008,   6.934934172946615E-008,   6.844570103942654E-010,   3.604823399531755E-016
   6.934857383735907E-008,   6.934980365263752E-008,   7.297600620609842E-010,   3.604823399531755E-016
   6.934901752376845E-008,   6.935024733117885E-008,   7.707710324608254E-010,   3.604823399531755E-016
   6.934938395221586E-008,   6.935061375312832E-008,   8.030635245063517E-010,   3.604823399531755E-016
   6.934978749069188E-008,   6.935101728444839E-008,   8.371866438623964E-010,   3.604823399531755E-016
   6.935011330358690E-008,   6.935134309156582E-008,   8.637544169941136E-010,   3.604823399531755E-016
   6.935037072851417E-008,   6.935160051192825E-008,   8.841813472868423E-010,   3.604823399531755E-016
   6.935048941115928E-008,   6.935171919246882E-008,   8.934416824005312E-010,   3.604823399531755E-016
   6.935060172009777E-008,   6.935183149941581E-008,   9.021171831666900E-010,   3.604823399531755E-016
   6.935060930469036E-008,   6.935183908387390E-008,   9.027000633328528E-010,   3.604823399531755E-016
   6.935042700044575E-008,   6.935165678286200E-008,   8.885840515626677E-010,   3.604823399531755E-016
   6.935026841147234E-008,   6.935149819670077E-008,   8.761194072692609E-010,   3.604823399531755E-016
   6.934988488013646E-008,   6.935111467216597E-008,   8.452155705597363E-010,   3.604823399531755E-016
   6.934957368126237E-008,   6.935080347881034E-008,   8.192839833511103E-010,   3.604823399531755E-016
   6.934907564087997E-008,   6.935030544725974E-008,   7.759824205655873E-010,   3.604823399531755E-016
   6.934850821295386E-008,   6.934973802939606E-008,   7.234969486218818E-010,   3.604823399531755E-016
   6.934809911710431E-008,   6.934932894080127E-008,   6.831600312228589E-010,   3.604823399531755E-016
   6.934754900912555E-008,   6.934877884257807E-008,   6.248280128211029E-010,   3.604823399531755E-016
   6.934700681734309E-008,   6.934823666041094E-008,   5.614365477650031E-010,   3.604823399531755E-016
   6.934648278756299E-008,   6.934771263992421E-008,   4.924748504315963E-010,   3.604823399531755E-016
   6.934597711747021E-008,   6.934720697879934E-008,   4.152094040816479E-010,   3.604823399531755E-016
   6.934548366049400E-008,   6.934671353057457E-008,   3.224291866071576E-010,   3.604823399531755E-016
   6.934502398222611E-008,   6.934625386045917E-008,   2.005182486727299E-010,   3.604823399531755E-016
   6.934460818184628E-008,   6.934583806745375E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934422201547930E-008,   6.934545190793566E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934384566286801E-008,   6.934507556199929E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934347908443685E-008,   6.934470899006979E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934319873700648E-008,   6.934442864761170E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934276911187782E-008,   6.934399903010303E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934239582045028E-008,   6.934362574529641E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934206867030026E-008,   6.934329860094896E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934172856777167E-008,   6.934295850445274E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934135106382039E-008,   6.934258100719729E-008,   0.000000000000000E+000,   3.604823399531755E-016
   6.934096329673493E-008,   6.934219324698978E-008,   0.000000000000000E+000,   3.604823399531755E-016
