   9.252518955587093E-002
  -1.136577063193687E+000,  -5.020763439490231E+008,   5.333442856174064E-004,   3.000000000000000E+004,   9.129123331660714E+005,   0.000000000000000E+000,   3.010696957650617E+010,   3.010606207659439E+010,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.168492091268153E-016,  -0.000000000000000E+000,   1.278758206901989E-007
  -1.135156341864695E+000,  -5.016103444927261E+008,   5.234019964642634E-004,   2.999994697826467E+004,   9.129123331660714E+005,   0.000000000000000E+000,   9.384003600580906E+009,   9.383102789284782E+009,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,  -4.547851622550257E-016,  -2.788677639987731E-026,   3.024582353816465E-007
  -1.133735620535703E+000,  -5.011431403755090E+008,   5.136791739278035E-004,   2.999989450606037E+004,   9.129123331660714E+005,   0.000000000000000E+000,   4.624647566380342E+009,   4.623743342226258E+009,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   9.201496561445834E-017,  -2.726854630984074E-026,   1.241605814766554E-007
  -1.132314899206710E+000,  -5.006747345106925E+008,   5.041702527207370E-004,   2.999984257372588E+004,   9.129123331660714E+005,   0.000000000000000E+000,   2.449103361391925E+009,   2.448190880051807E+009,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   1.414962018424386E-015,  -2.659759739191789E-026,   3.604675728177704E-006
  -1.130894177877718E+000,  -5.002051298179806E+008,   4.948698265437798E-004,   2.999979117008961E+004,   9.129123331660714E+005,   0.000000000000000E+000,   1.346653986984485E+009,   1.345746324706807E+009,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.428630943636076E-016,  -2.578446794668760E-026,   2.977545539971860E-006
  -1.129473456548726E+000,  -4.997343292234297E+008,   4.857726430413146E-004,   2.999974028020929E+004,   9.129123331660714E+005,   0.000000000000000E+000,   7.590392518198444E+008,   7.581316602851471E+008,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.315288193949268E-016,  -2.478431017460776E-026,   5.186777886132733E-006
  -1.128052735219734E+000,  -4.992623356594211E+008,   4.768735989328627E-004,   2.999968988418179E+004,   9.129123331660714E+005,   0.000000000000000E+000,   4.357795754499838E+008,   4.348720229241382E+008,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.252789123215064E-016,  -2.345133005638039E-026,   8.936955761199414E-006
  -1.126632013890742E+000,  -4.987891520646294E+008,   4.681677353136782E-004,   2.999963995337775E+004,   9.129123331660714E+005,   0.000000000000000E+000,   2.539011940500766E+008,   2.529936633850255E+008,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.217764269228574E-016,  -2.158557150421433E-026,   1.523013313110028E-005
  -1.125211292561750E+000,  -4.983147813839958E+008,   4.596502331180707E-004,   2.999959044521811E+004,   9.129123331660714E+005,   0.000000000000000E+000,   1.497750775223060E+008,   1.488675594288827E+008,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.197622301048602E-016,  -1.886941565006725E-026,   2.567093262155124E-005
  -1.123790571232758E+000,  -4.978392265686959E+008,   4.513164087393218E-004,   2.999954129483495E+004,   9.129123331660714E+005,   0.000000000000000E+000,   8.930998971627250E+007,   8.840247889911315E+007,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.185964440876043E-016,  -1.480970122559234E-026,   4.279465465004921E-005
  -1.122369849903766E+000,  -4.973624905761119E+008,   4.431617098003176E-004,   2.999949240205037E+004,   9.129123331660714E+005,   0.000000000000000E+000,   5.377250970310391E+007,   5.286500317802926E+007,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.179087763048486E-016,  -8.647054459247050E-027,   7.052737446665197E-005
  -1.120949128574774E+000,  -4.968845763698018E+008,   4.351817110692331E-004,   2.999944361121515E+004,   9.129123331660714E+005,   0.000000000000000E+000,   3.266522698475228E+007,   3.175772300003260E+007,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.175017665660805E-016,   7.743850675598153E-028,   1.147878997657047E-004
  -1.119528407245782E+000,  -4.964054869194707E+008,   4.273721105148729E-004,   2.999939468034813E+004,   9.129123331660714E+005,   0.000000000000000E+000,   2.001206352148825E+007,   1.910456106730746E+007,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   0.000000000000000E+000,   1.809909389262078E+006,   6.652785744147099E+003,   6.172565472025682E-016,   1.517867958480121E-026,   1.841324491413486E-004
