  0.1000E+01,   0.0000E+00
  0.9994E+00,   0.3490E-01
  0.9976E+00,   0.6976E-01
  0.9945E+00,   0.1045E+00
  0.9903E+00,   0.1392E+00
  0.9848E+00,   0.1736E+00
  0.9781E+00,   0.2079E+00
  0.9703E+00,   0.2419E+00
  0.9613E+00,   0.2756E+00
  0.9511E+00,   0.3090E+00
  0.9397E+00,   0.3420E+00
  0.9272E+00,   0.3746E+00
  0.9135E+00,   0.4067E+00
  0.8988E+00,   0.4384E+00
  0.8829E+00,   0.4695E+00
  0.8660E+00,   0.5000E+00
  0.8480E+00,   0.5299E+00
  0.8290E+00,   0.5592E+00
  0.8090E+00,   0.5878E+00
  0.7880E+00,   0.6157E+00
  0.7660E+00,   0.6428E+00
  0.7431E+00,   0.6691E+00
  0.7193E+00,   0.6947E+00
  0.6947E+00,   0.7193E+00
  0.6691E+00,   0.7431E+00
  0.6428E+00,   0.7660E+00
  0.6157E+00,   0.7880E+00
  0.5878E+00,   0.8090E+00
  0.5592E+00,   0.8290E+00
  0.5299E+00,   0.8480E+00
  0.5000E+00,   0.8660E+00
  0.4695E+00,   0.8829E+00
  0.4384E+00,   0.8988E+00
  0.4067E+00,   0.9135E+00
  0.3746E+00,   0.9272E+00
  0.3420E+00,   0.9397E+00
  0.3090E+00,   0.9511E+00
  0.2756E+00,   0.9613E+00
  0.2419E+00,   0.9703E+00
  0.2079E+00,   0.9781E+00
  0.1736E+00,   0.9848E+00
  0.1392E+00,   0.9903E+00
  0.1045E+00,   0.9945E+00
  0.6976E-01,   0.9976E+00
  0.3490E-01,   0.9994E+00
 -0.4371E-07,   0.1000E+01
 -0.3490E-01,   0.9994E+00
 -0.6976E-01,   0.9976E+00
 -0.1045E+00,   0.9945E+00
 -0.1392E+00,   0.9903E+00
 -0.1736E+00,   0.9848E+00
 -0.2079E+00,   0.9781E+00
 -0.2419E+00,   0.9703E+00
 -0.2756E+00,   0.9613E+00
 -0.3090E+00,   0.9511E+00
 -0.3420E+00,   0.9397E+00
 -0.3746E+00,   0.9272E+00
 -0.4067E+00,   0.9135E+00
 -0.4384E+00,   0.8988E+00
 -0.4695E+00,   0.8829E+00
 -0.5000E+00,   0.8660E+00
 -0.5299E+00,   0.8480E+00
 -0.5592E+00,   0.8290E+00
 -0.5878E+00,   0.8090E+00
 -0.6157E+00,   0.7880E+00
 -0.6428E+00,   0.7660E+00
 -0.6691E+00,   0.7431E+00
 -0.6947E+00,   0.7193E+00
 -0.7193E+00,   0.6947E+00
 -0.7431E+00,   0.6691E+00
 -0.7660E+00,   0.6428E+00
 -0.7880E+00,   0.6157E+00
 -0.8090E+00,   0.5878E+00
 -0.8290E+00,   0.5592E+00
 -0.8480E+00,   0.5299E+00
 -0.8660E+00,   0.5000E+00
 -0.8829E+00,   0.4695E+00
 -0.8988E+00,   0.4384E+00
 -0.9135E+00,   0.4067E+00
 -0.9272E+00,   0.3746E+00
 -0.9397E+00,   0.3420E+00
 -0.9511E+00,   0.3090E+00
 -0.9613E+00,   0.2756E+00
 -0.9703E+00,   0.2419E+00
 -0.9781E+00,   0.2079E+00
 -0.9848E+00,   0.1736E+00
 -0.9903E+00,   0.1392E+00
 -0.9945E+00,   0.1045E+00
 -0.9976E+00,   0.6976E-01
 -0.9994E+00,   0.3490E-01
 -0.1000E+01,  -0.8742E-07
 -0.9994E+00,  -0.3490E-01
 -0.9976E+00,  -0.6976E-01
 -0.9945E+00,  -0.1045E+00
 -0.9903E+00,  -0.1392E+00
 -0.9848E+00,  -0.1736E+00
 -0.9781E+00,  -0.2079E+00
 -0.9703E+00,  -0.2419E+00
 -0.9613E+00,  -0.2756E+00
 -0.9511E+00,  -0.3090E+00
 -0.9397E+00,  -0.3420E+00
 -0.9272E+00,  -0.3746E+00
 -0.9135E+00,  -0.4067E+00
 -0.8988E+00,  -0.4384E+00
 -0.8829E+00,  -0.4695E+00
 -0.8660E+00,  -0.5000E+00
 -0.8480E+00,  -0.5299E+00
 -0.8290E+00,  -0.5592E+00
 -0.8090E+00,  -0.5878E+00
 -0.7880E+00,  -0.6157E+00
 -0.7660E+00,  -0.6428E+00
 -0.7431E+00,  -0.6691E+00
 -0.7193E+00,  -0.6947E+00
 -0.6947E+00,  -0.7193E+00
 -0.6691E+00,  -0.7431E+00
 -0.6428E+00,  -0.7660E+00
 -0.6157E+00,  -0.7880E+00
 -0.5878E+00,  -0.8090E+00
 -0.5592E+00,  -0.8290E+00
 -0.5299E+00,  -0.8480E+00
 -0.5000E+00,  -0.8660E+00
 -0.4695E+00,  -0.8829E+00
 -0.4384E+00,  -0.8988E+00
 -0.4067E+00,  -0.9135E+00
 -0.3746E+00,  -0.9272E+00
 -0.3420E+00,  -0.9397E+00
 -0.3090E+00,  -0.9511E+00
 -0.2756E+00,  -0.9613E+00
 -0.2419E+00,  -0.9703E+00
 -0.2079E+00,  -0.9781E+00
 -0.1736E+00,  -0.9848E+00
 -0.1392E+00,  -0.9903E+00
 -0.1045E+00,  -0.9945E+00
 -0.6976E-01,  -0.9976E+00
 -0.3490E-01,  -0.9994E+00
  0.4888E-06,  -0.1000E+01
  0.3490E-01,  -0.9994E+00
  0.6976E-01,  -0.9976E+00
  0.1045E+00,  -0.9945E+00
  0.1392E+00,  -0.9903E+00
  0.1736E+00,  -0.9848E+00
  0.2079E+00,  -0.9781E+00
  0.2419E+00,  -0.9703E+00
  0.2756E+00,  -0.9613E+00
  0.3090E+00,  -0.9511E+00
  0.3420E+00,  -0.9397E+00
  0.3746E+00,  -0.9272E+00
  0.4067E+00,  -0.9135E+00
  0.4384E+00,  -0.8988E+00
  0.4695E+00,  -0.8829E+00
  0.5000E+00,  -0.8660E+00
  0.5299E+00,  -0.8480E+00
  0.5592E+00,  -0.8290E+00
  0.5878E+00,  -0.8090E+00
  0.6157E+00,  -0.7880E+00
  0.6428E+00,  -0.7660E+00
  0.6691E+00,  -0.7431E+00
  0.6947E+00,  -0.7193E+00
  0.7193E+00,  -0.6947E+00
  0.7431E+00,  -0.6691E+00
  0.7660E+00,  -0.6428E+00
  0.7880E+00,  -0.6157E+00
  0.8090E+00,  -0.5878E+00
  0.8290E+00,  -0.5592E+00
  0.8480E+00,  -0.5299E+00
  0.8660E+00,  -0.5000E+00
