  -1.136577063193687E+000,  -1.366601174669412E+004,   0.000000000000000E+000,  -1.366601174669412E+004,   0.000000000000000E+000,   9.748571356256359E-001,   0.000000000000000E+000,   3.249523785418786E-001,   4.308599777779403E-012,   0.000000000000000E+000
  -1.136577063193687E+000,  -1.673549874436570E+004,   0.000000000000000E+000,  -1.673549874436570E+004,   0.000000000000000E+000,   1.461957389083863E+000,   0.000000000000000E+000,   4.873191296946210E-001,   3.302833132636458E-014,   0.000000000000000E+000
  -1.136577063193687E+000,  -2.049441515301039E+004,   0.000000000000000E+000,  -2.049441515301039E+004,   0.000000000000000E+000,   2.192443722664279E+000,   0.000000000000000E+000,   7.308145742214264E-001,   2.220367157276364E-017,   0.000000000000000E+000
  -1.136577063193687E+000,  -2.509761190148870E+004,   0.000000000000000E+000,  -2.509761190148870E+004,   0.000000000000000E+000,   3.287927208372466E+000,   0.000000000000000E+000,   1.095975736124155E+000,   3.879720737828103E-022,   0.000000000000000E+000
  -1.136577063193687E+000,  -3.073472057899753E+004,   0.000000000000000E+000,  -3.073472057899753E+004,   0.000000000000000E+000,   4.930783497794399E+000,   0.000000000000000E+000,   1.643594499264800E+000,   2.844240103618838E-029,   0.000000000000000E+000
  -1.136577063193687E+000,  -3.763796542781917E+004,   0.000000000000000E+000,  -3.763796542781917E+004,   0.000000000000000E+000,   7.394514647468859E+000,   0.000000000000000E+000,   2.464838215822953E+000,   5.676986006204342E-040,   0.000000000000000E+000
  -1.136577063193687E+000,  -4.609172996723944E+004,   0.000000000000000E+000,  -4.609172996723944E+004,   0.000000000000000E+000,   1.108928163162914E+001,   0.000000000000000E+000,   3.696427210543046E+000,   5.104446922981872E-056,   0.000000000000000E+000
  -1.136577063193687E+000,  -5.644427235173250E+004,   0.000000000000000E+000,  -5.644427235173250E+004,   0.000000000000000E+000,   1.663018777678406E+001,   0.000000000000000E+000,   5.543395925594687E+000,   4.406553593234359E-080,   0.000000000000000E+000
  -1.136577063193687E+000,  -6.912207208497125E+004,   0.000000000000000E+000,  -6.912207208497125E+004,   0.000000000000000E+000,   2.493968091695655E+001,   0.000000000000000E+000,   8.313226972318850E+000,   3.601047703451375E-116,   0.000000000000000E+000
  -1.136577063193687E+000,  -8.464739911158250E+004,   0.000000000000000E+000,  -8.464739911158250E+004,   0.000000000000000E+000,   3.740112213933680E+001,   0.000000000000000E+000,   1.246704071311227E+001,   2.735755494533343E-170,   0.000000000000000E+000
  -1.136577063193687E+000,  -1.036598290564472E+005,   0.000000000000000E+000,  -1.036598290564472E+005,   0.000000000000000E+000,   5.608908718356988E+001,   0.000000000000000E+000,   1.869636239452329E+001,   1.889192936069575E-251,   0.000000000000000E+000
  -1.135156341864695E+000,  -1.328881950219138E+004,   0.000000000000000E+000,  -1.366601174669412E+004,   0.000000000000000E+000,   9.217861971645611E-001,   0.000000000000000E+000,   3.072620657215204E-001,   4.308599777779403E-012,   0.000000000000000E+000
  -1.135156341864695E+000,  -1.642893072977381E+004,   0.000000000000000E+000,  -1.673549874436570E+004,   0.000000000000000E+000,   1.408886450622788E+000,   0.000000000000000E+000,   4.696288168742627E-001,   3.302833132636458E-014,   0.000000000000000E+000
  -1.135156341864695E+000,  -2.024484870689287E+004,   0.000000000000000E+000,  -2.049441515301039E+004,   0.000000000000000E+000,   2.139372784203204E+000,   0.000000000000000E+000,   7.131242614010680E-001,   2.220367157276364E-017,   0.000000000000000E+000
  -1.135156341864695E+000,  -2.489423567532829E+004,   0.000000000000000E+000,  -2.509761190148870E+004,   0.000000000000000E+000,   3.234856269911390E+000,   0.000000000000000E+000,   1.078285423303797E+000,   3.879720737828103E-022,   0.000000000000000E+000
  -1.135156341864695E+000,  -3.056887135257196E+004,   0.000000000000000E+000,  -3.073472057899753E+004,   0.000000000000000E+000,   4.877712559333325E+000,   0.000000000000000E+000,   1.625904186444442E+000,   2.844240103618838E-029,   0.000000000000000E+000
  -1.135156341864695E+000,  -3.750265708248886E+004,   0.000000000000000E+000,  -3.763796542781917E+004,   0.000000000000000E+000,   7.341443709007786E+000,   0.000000000000000E+000,   2.447147903002595E+000,   5.676986006204342E-040,   0.000000000000000E+000
  -1.135156341864695E+000,  -4.598130509320019E+004,   0.000000000000000E+000,  -4.609172996723944E+004,   0.000000000000000E+000,   1.103621069316806E+001,   0.000000000000000E+000,   3.678736897722686E+000,   5.104446922981872E-056,   0.000000000000000E+000
  -1.135156341864695E+000,  -5.635413674272363E+004,   0.000000000000000E+000,  -5.644427235173250E+004,   0.000000000000000E+000,   1.657711683832298E+001,   0.000000000000000E+000,   5.525705612774327E+000,   4.406553593234359E-080,   0.000000000000000E+000
  -1.135156341864695E+000,  -6.904848800676958E+004,   0.000000000000000E+000,  -6.912207208497125E+004,   0.000000000000000E+000,   2.488660997849547E+001,   0.000000000000000E+000,   8.295536659498490E+000,   3.601047703451375E-116,   0.000000000000000E+000
  -1.135156341864695E+000,  -8.458732188133502E+004,   0.000000000000000E+000,  -8.464739911158250E+004,   0.000000000000000E+000,   3.734805120087572E+001,   0.000000000000000E+000,   1.244935040029191E+001,   2.735755494533343E-170,   0.000000000000000E+000
  -1.135156341864695E+000,  -1.036107764989380E+005,   0.000000000000000E+000,  -1.036598290564472E+005,   0.000000000000000E+000,   5.603601624510880E+001,   0.000000000000000E+000,   1.867867208170293E+001,   1.889192936069575E-251,   0.000000000000000E+000
