  -1.217314554489514E+000,  -7.221106662370478E+007,   4.587918137742375E-005,   0.000000000000000E+000,   1.131410184550663E+007,   4.507019706384040E+005,   3.036514831648014E-008,   9.446936102326319E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   4.375668866923323E+009,   1.463546126776653E+011,   1.507638176452049E+011,   6.771313285937579E+001,   6.955447086743588E+001,  -3.800722012086003E-019,  -0.000000000000000E+000,   1.573348095241540E-011
  -1.212445296271556E+000,  -7.202556473745792E+007,   4.235592033921375E-005,  -1.316814275998998E-001,   1.131410271862615E+007,   4.507020050180945E+005,   3.036514863033820E-008,   9.446936110461559E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   1.222595296764521E+009,   2.903497973669649E+010,   3.029111113429323E+010,   7.901393889967578E+001,   8.075476170478807E+001,  -2.531728374689374E-019,  -1.787329974319256E-024,   5.214592841738340E-011
  -1.207576038053598E+000,  -7.183788346808770E+007,   3.914776224065948E-005,  -2.578407455510557E-001,   1.131410271862615E+007,   4.507020050180945E+005,   3.036514863033820E-008,   9.446936110461559E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   5.691439263974768E+008,   1.050993163041493E+010,   1.111261165697760E+010,   9.107566908416386E+001,   9.268915554223156E+001,  -1.259014314940882E-019,  -1.686670952599432E-024,   7.063832943310620E-011
  -1.202706779835640E+000,  -7.164803680689472E+007,   3.622274121703605E-005,  -3.786290515511580E-001,   1.131410271862615E+007,   4.507020050180945E+005,   3.036514863033820E-008,   9.446936110461559E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   2.905781108533562E+008,   4.247195184972971E+009,   4.571309396617395E+009,   1.039372161786900E+002,   1.053948029774442E+002,  -2.011998662792683E-019,  -1.622384975347436E-024,   2.740065128721268E-010
  -1.197837521617682E+000,  -7.145603889258763E+007,   3.355250403891075E-005,  -4.940693371116896E-001,   1.131410271862615E+007,   4.507020050180945E+005,   3.036514863033820E-008,   9.446936110461559E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   1.563457227139906E+008,   1.830753299362850E+009,   2.020635123842149E+009,   1.176387577177098E+002,   1.189112712367869E+002,  -3.276383387052393E-019,  -1.610495996969863E-024,   1.006194625174091E-009
  -1.192968263399724E+000,  -7.126190400965860E+007,   3.111186134521779E-005,  -6.039770542477636E-001,   1.131410271862615E+007,   4.507020050180945E+005,   3.036514863033820E-008,   9.446936110461559E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   8.697564855602431E+007,   8.246851997519051E+008,   9.451969502259121E+008,   1.322217263194334E+002,   1.332798381377484E+002,  -3.177485516100118E-019,  -1.686280048264658E-024,   2.072503914529395E-009
  -1.188099005181765E+000,  -7.106564658674005E+007,   2.887839950778669E-005,  -7.077905376294954E-001,   1.131410271862615E+007,   4.507020050180945E+005,   3.036514863033820E-008,   9.446936110461559E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   4.932809650023588E+007,   3.821920575433630E+008,   4.650562561371706E+008,   1.477287229565236E+002,   1.485450339893028E+002,  -3.071402719996001E-019,  -1.892059960701704E-024,   4.020744766402908E-009
  -1.183229746963808E+000,  -7.086728119494240E+007,   2.683214429340301E-005,  -8.043552526198063E-001,   1.131410271862615E+007,   4.507020050180945E+005,   3.036514863033820E-008,   9.446936110461559E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   2.806828809503857E+007,   1.791965538226542E+008,   2.408009441062503E+008,   1.642033681039431E+002,   1.647561787346384E+002,  -2.801412510966685E-019,  -2.298734851220821E-024,   6.924059954220339E-009
  -1.178360488745849E+000,  -7.066682254617308E+007,   2.495526886772281E-005,  -8.915609072578561E-001,   1.131410271862615E+007,   4.507020050180945E+005,   3.036514863033820E-008,   9.446936110461559E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   1.567575550545633E+007,   8.308403931427339E+007,   1.322958971728807E+008,   1.816900205342223E+002,   1.819700984282962E+002,  -2.628154321869767E-019,  -2.940957343882995E-024,   1.138981216713867E-008
  -1.173491230527891E+000,  -7.046428549143694E+007,   2.323183983470641E-005,  -9.661152520034599E-001,   1.131410271862615E+007,   4.507020050180945E+005,   3.036514863033820E-008,   9.446936110461559E-010,   1.172267499993511E+007,   1.131410228206639E+007,   2.217986898708842E+007,   8.285196184102019E+006,   3.689593713909346E+007,   7.871723474480525E+007,   2.002334600352239E+002,   2.002541893215359E+002,  -7.201384633083878E-020,  -3.749206477379857E-024,   4.969605585140029E-009
