  -1.217314554489514E+000,  -7.221106662370478E+007,   4.587918137742375E-005,   0.000000000000000E+000,  -9.705783126020619E-020,  -3.856246658622848E-019,  -1.349588408003320E-018,  -1.541599360593448E-018,  -5.285934777793128E-023,  -9.705783126020619E-020,  -3.856246658622848E-019,  -1.349588408003320E-018,  -1.541599360593448E-018,  -5.285934777793128E-023,  -9.705783126020619E-020,  -5.285934777793128E-023
  -1.212445296271556E+000,  -7.202556473745792E+007,   4.235592033921375E-005,  -1.317396731461404E-001,  -1.156579537180310E-019,  -3.967714150913171E-019,  -1.335837003017547E-018,  -1.522888517716472E-018,   2.105552856129045E-020,  -1.156579537180310E-019,  -3.967714150913171E-019,  -1.335837003017547E-018,  -1.522888517716472E-018,   2.105552856129045E-020,  -1.156579537180310E-019,   2.105552856129045E-020
  -1.207576038053598E+000,  -7.183788346808770E+007,   3.914776224065948E-005,  -2.580468400154290E-001,  -1.334882059313589E-019,  -4.074471342689403E-019,  -1.322612850098365E-018,  -1.504903773700889E-018,   4.129347826706581E-020,  -1.334882059313589E-019,  -4.074471342689403E-019,  -1.322612850098365E-018,  -1.504903773700889E-018,   4.129347826706581E-020,  -1.334882059313589E-019,   4.129347826706581E-020
  -1.202706779835640E+000,  -7.164803680689472E+007,   3.622274121703605E-005,  -3.791803688014110E-001,  -1.505847957864561E-019,  -4.176723706334545E-019,  -1.309884181751376E-018,  -1.487602940534164E-018,   6.070246789534635E-020,  -1.505847957864561E-019,  -4.176723706334545E-019,  -1.309884181751376E-018,  -1.487602940534164E-018,   6.070246789534635E-020,  -1.505847957864561E-019,   6.070246789534635E-020
  -1.197837521617682E+000,  -7.145603889258763E+007,   3.355250403891075E-005,  -4.953779408423600E-001,  -1.669808788697449E-019,  -4.274656365585082E-019,  -1.297620594381760E-018,  -1.470945871099711E-018,   7.932058087711130E-020,  -1.669808788697449E-019,  -4.274656365585082E-019,  -1.297620594381760E-018,  -1.470945871099711E-018,   7.932058087711130E-020,  -1.669808788697449E-019,   7.932058087711130E-020
  -1.192968263399724E+000,  -7.126190400965860E+007,   3.111186134521779E-005,  -6.068570059061588E-001,  -1.827066852475540E-019,  -4.368434582171933E-019,  -1.285792836011336E-018,  -1.454894194916183E-018,   9.718265901634145E-020,  -1.827066852475540E-019,  -4.368434582171933E-019,  -1.285792836011336E-018,  -1.454894194916183E-018,   9.718265901634145E-020,  -1.827066852475540E-019,   9.718265901634145E-020
  -1.188099005181765E+000,  -7.106564658674005E+007,   2.887839950778669E-005,  -7.138198610496185E-001,  -1.977903092402233E-019,  -4.458210941527337E-019,  -1.274373286992706E-018,  -1.439411751473216E-018,   1.143211162260350E-019,  -1.977903092402233E-019,  -4.458210941527337E-019,  -1.274373286992706E-018,  -1.439411751473216E-018,   1.143211162260350E-019,  -1.977903092402233E-019,   1.143211162260350E-019
  -1.183229746963808E+000,  -7.086728119494240E+007,   2.683214429340301E-005,  -8.164301768594687E-001,  -2.122539266550990E-019,  -4.544086875299132E-019,  -1.263331895188344E-018,  -1.424460482172099E-018,   1.307621776292909E-019,  -2.122539266550990E-019,  -4.544086875299132E-019,  -1.263331895188344E-018,  -1.424460482172099E-018,   1.307621776292909E-019,  -2.122539266550990E-019,   1.307621776292909E-019
  -1.178360488745849E+000,  -7.066682254617308E+007,   2.495526886772281E-005,  -9.148261474036148E-001,  -2.261158816710561E-019,  -4.626132936460998E-019,  -1.252638005143181E-018,  -1.410002219991526E-018,   1.465279864246494E-019,  -2.261158816710561E-019,  -4.626132936460998E-019,  -1.252638005143181E-018,  -1.410002219991526E-018,   1.465279864246494E-019,  -2.261158816710561E-019,   1.465279864246494E-019
  -1.173491230527891E+000,  -7.046428549143694E+007,   2.323183983470641E-005,  -1.009100193240124E+000,  -2.393874166345154E-019,  -4.704355554153419E-019,  -1.242256852138546E-018,  -1.395995147402652E-018,   1.616333519595660E-019,  -2.393874166345154E-019,  -4.704355554153419E-019,  -1.242256852138546E-018,  -1.395995147402652E-018,   1.616333519595660E-019,  -2.393874166345154E-019,   1.616333519595660E-019
